#Organism group	BioProject	BioSample	Strain	Isolate	Isolate identifiers	Assembly	Run	Location	Lat/Lon	Collection date	Isolation source	Isolation type	Collected by	Host	Create date	AMR genotypes	AST phenotypes	Length	Contigs	N50	Platform	SNP cluster	Min-diff	Scientific name	Computed types	Virulence genotypes	Host disease
Klebsiella pneumoniae	PRJNA176122	SAMN01939166	JHCK	PDT000011670.2	"JHCK","MTE2","SRS399118"	GCA_000316265.2		Argentina	34.0000 S 64.0000 W	1980	cerebrospinal fluid	clinical	Tolmasky	human (infant)	2013-04-05T19:54:00Z	aac(3)-IIe=COMPLETE,aac(6')-Ib=COMPLETE,aadA1=PARTIAL_END_OF_CONTIG,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaOXA-9=COMPLETE,blaSCO-1=COMPLETE,blaSHV-28=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA8=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE		6015282	227	129981				Klebsiella pneumoniae JHCK1			pneumonae
Klebsiella pneumoniae	PRJNA252957	SAMN02927712		PDT000193200.2	"Brazil-2008a","SRS692087"	GCA_022304975.1	SRR1561202	Brazil	15.7833 S 47.8667 W	2008		clinical		Homo sapiens	2017-03-15T21:40:30Z	aadA2=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,blaSHV=PARTIAL_END_OF_CONTIG,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE		5577952	131	107432	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA252957	SAMN02927713		PDT000193201.2	"Brazil-2008b","SRS692088"	GCA_022304515.1	SRR1561203	Brazil	15.7833 S 47.8667 W	2008		clinical		Homo sapiens	2017-03-15T21:40:31Z	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,aadA2=COMPLETE,aadA2=PARTIAL_END_OF_CONTIG,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaKPC-2=COMPLETE,blaOXA-9=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=COMPLETE,emrD=COMPLETE,floR=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrE1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE		5865103	136	129474	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA252957	SAMN02927714		PDT000193202.2	"Brazil-2009a","SRS692090"	GCA_022304535.1	SRR1561204	Brazil	15.7833 S 47.8667 W	2009		clinical		Homo sapiens	2017-03-15T21:40:31Z	aadA1=COMPLETE,aadA2=COMPLETE,aph(3')-Ia=COMPLETE,blaKPC-2=COMPLETE,blaOXA=MISTRANSLATION,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,emrD=COMPLETE,estX-3=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE		5670554	155	120470	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA252957	SAMN02927715		PDT000193203.2	"Brazil-2009b","SRS692089"	GCA_022304495.1	SRR1561205	Brazil	15.7833 S 47.8667 W	2009		clinical		Homo sapiens	2017-03-15T21:40:31Z	aac(3)-IIe=COMPLETE,aac(6')-Ib=PARTIAL_END_OF_CONTIG,aac(6')-Iq=COMPLETE,aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-9=COMPLETE,blaKPC-2=COMPLETE,blaOXA-9=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catA1=COMPLETE,dfrA8=COMPLETE,emrD=COMPLETE,floR=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrA1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE		5853539	156	126193	ILLUMINA			Klebsiella pneumoniae		iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,traT=COMPLETE	
Klebsiella pneumoniae	PRJNA252957	SAMN02927716		PDT000193204.2	"Brazil-2010a","SRS692091"	GCA_022304475.1	SRR1561206	Brazil	15.7833 S 47.8667 W	2010		clinical		Homo sapiens	2017-03-15T21:40:31Z	aac(6')-Ib=COMPLETE,aadA1=COMPLETE,aph(3')-VIa=COMPLETE,aph(3')-VIa=PARTIAL_END_OF_CONTIG,arr-4=COMPLETE,blaCTX-M-9=COMPLETE,blaKPC-2=COMPLETE,blaOXA-9=COMPLETE,blaSHV-11=COMPLETE,blaSHV-12=COMPLETE,blaSHV-1=COMPLETE,blaSHV-5=COMPLETE,blaSHV=PARTIAL_END_OF_CONTIG,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catA13=COMPLETE,catA1=COMPLETE,dfrA14=COMPLETE,dfrA8=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,rmtD1=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE		5830125	246	99469	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA252957	SAMN02927717		PDT000193205.2	"Brazil-2010b","SRS692092"	GCA_022304455.1	SRR1561207	Brazil	15.7833 S 47.8667 W	2010		clinical		Homo sapiens	2017-03-15T21:40:32Z	aac(3)-IId=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-VIa=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul2=COMPLETE,tet(D)=COMPLETE		5940948	185	78449	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA252957	SAMN02927718		PDT000193206.2	"Brazil-2010c","SRS692093"	GCA_022304435.1	SRR1561208	Brazil	15.7833 S 47.8667 W	2010		clinical		Homo sapiens	2017-03-15T21:40:32Z	aac(6')-Ib=COMPLETE,aadA1=COMPLETE,aadA2=COMPLETE,aadA2=PARTIAL_END_OF_CONTIG,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaKPC-2=COMPLETE,blaOXA-9=COMPLETE,blaSHV-11=COMPLETE,blaSHV=PARTIAL_END_OF_CONTIG,blaTEM-1=COMPLETE,blaTEM=COMPLETE,catA1=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,fosA=PARTIAL_END_OF_CONTIG,gyrA_S83I=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB19=COMPLETE,qnrS1=COMPLETE,sul1=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,tet(B)=COMPLETE		5972437	284	47963	ILLUMINA			Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA252957	SAMN02927719		PDT000193207.2	"Brazil-2010d","SRS692094"	GCA_022304395.1	SRR1561209	Brazil	15.7833 S 47.8667 W	2010		clinical		Homo sapiens	2017-03-15T21:40:32Z	aac(6')-Iq=COMPLETE,aadA1=COMPLETE,aadA2=COMPLETE,aadA2=PARTIAL_END_OF_CONTIG,aph(3')-VIa=COMPLETE,blaCTX-M-2=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,blaSHV-2A=COMPLETE,blaSHV=PARTIAL_END_OF_CONTIG,blaTEM-1=COMPLETE,catA2=COMPLETE,cmlA4=COMPLETE,dfrA12=COMPLETE,dfrA15=COMPLETE,emrD=COMPLETE,estX-3=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK36_G133D=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB12=COMPLETE,qnrB19=COMPLETE,sul1=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,tet(A)=COMPLETE		5854134	260	70744	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA252957	SAMN02927725		PDT000193213.2	"Colombia-2009a","SRS692100"	GCA_022304295.1	SRR1561215	Colombia	4.5833 N 74.0667 W	2009		clinical		Homo sapiens	2017-03-15T21:40:33Z	aac(3)-IVa=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib-cr=PARTIAL_END_OF_CONTIG,aac(6')-Ib=COMPLETE,aac(6')-Ib=PARTIAL_END_OF_CONTIG,aadA16=COMPLETE,aadA1=COMPLETE,aadA2=COMPLETE,aadA2=PARTIAL_END_OF_CONTIG,aph(4)-Ia=COMPLETE,arr-3=COMPLETE,blaCTX-M-12=COMPLETE,blaKPC-3=COMPLETE,blaOXA=PARTIAL,blaSHV-11=COMPLETE,blaSHV-12=COMPLETE,blaSHV=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,cmlA1=COMPLETE,dfrA12=COMPLETE,dfrA27=COMPLETE,emrD=COMPLETE,estX-3=COMPLETE,fosA=COMPLETE,gyrA_D87N=POINT,gyrA_S83I=POINT,ompK35_E42RfsTer47=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,rmtG=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,sul3=COMPLETE		5957237	190	111913	ILLUMINA	PDS000077878.10		Klebsiella pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA252957	SAMN02927726		PDT000193214.2	"Colombia-2009b","SRS692101"	GCA_022304335.1	SRR1561216	Colombia	4.5833 N 74.0667 W	2009		clinical		Homo sapiens	2017-03-15T21:40:33Z	aac(3)-IVa=COMPLETE,aac(6')-Ib=COMPLETE,aac(6')-Ib=PARTIAL_END_OF_CONTIG,aadA1=COMPLETE,aadA2=COMPLETE,aadA2=PARTIAL_END_OF_CONTIG,aph(4)-Ia=COMPLETE,blaKPC-3=COMPLETE,blaSHV-11=COMPLETE,blaSHV-12=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catA1=COMPLETE,cmlA1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,estX-3=COMPLETE,fosA=COMPLETE,gyrA_D87N=POINT,gyrA_S83I=POINT,ompK35_E42RfsTer47=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,sul3=COMPLETE		5967769	170	129294	ILLUMINA	PDS000077878.10		Klebsiella pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA381140	SAMN06670861	CCBH24080	PDT000203710.1	"CCBH24080"	GCA_002099165.1		Brazil: Vitoria	20.32 S 40.33 W	2016-09	urine	clinical	Santa Casa da Misericordia de Vitoria	Homo sapiens	2017-04-18T21:02:08Z	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-2=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mcr-1.1=COMPLETE,ompK35_Y310Ter=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,ramR_T18PfsTer43=POINT,sul2=COMPLETE,tet(A)=COMPLETE		5474898	71	214700				Klebsiella pneumoniae			Thrombotic Thrombocytopenic Purpura
Klebsiella pneumoniae	PRJNA377546	SAMN06461936	1714	PDT000204806.1	"1714"	GCA_002104175.1		Brazil: Hospital das Clinicas, Sao Paulo	not collected	2013	blood	clinical	hospital staff	Homo sapiens	2017-04-21T15:04:47Z	aac(3)-IId=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-VIa=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,ompK36_Q76Ter=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB19=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE,tet(D)=COMPLETE		5535843	232	67130		PDS000014077.3		Klebsiella pneumoniae			Bloodstream infection
Klebsiella pneumoniae	PRJNA377546	SAMN06461938	4490	PDT000204807.1	"4490"	GCA_002104185.1		Brazil: Hospital das Clinicas, Sao Paulo	not collected	2016	blood	clinical	hospital staff	Homo sapiens	2017-04-21T15:04:50Z	aac(3)-IId=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,erm(42)=COMPLETE,floR2=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,rmtB1=COMPLETE,sat2=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(G)=COMPLETE		5757931	263	56162		PDS000012476.44	53	Klebsiella pneumoniae			Bloodstream infection
Klebsiella pneumoniae	PRJNA377546	SAMN06461937	4182	PDT000204808.1	"4182"	GCA_002104215.1		Brazil: Hospital das Clinicas, Sao Paulo	not collected	2014	blood	clinical	hospital staff	Homo sapiens	2017-04-21T15:06:34Z	aac(3)-IIe=COMPLETE,aac(6')-Ib3=COMPLETE,aadA2=COMPLETE,blaCTX-M-2=COMPLETE,blaKPC-2=COMPLETE,blaOXA-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,ompK35_R115VfsTer30=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE		5852733	285	53092		PDS000080790.1		Klebsiella pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	Bloodstream infection
Klebsiella pneumoniae	PRJNA377546	SAMN06461939	1849	PDT000204809.1	"1849"	GCA_002104265.1		Brazil: Hospital das Clinicas, Sao Paulo	not collected	2013	blood	clinical	hospital staff	Homo sapiens	2017-04-21T15:06:35Z	aac(3)-IId=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,erm(42)=COMPLETE,floR2=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,rmtB1=COMPLETE,sat2=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,sul2=COMPLETE,tet(G)=COMPLETE		5808414	360	37294		PDS000012476.44	28	Klebsiella pneumoniae			Bloodstream infection
Klebsiella pneumoniae	PRJNA377546	SAMN06461940	4281	PDT000204810.1	"4281"	GCA_002104255.1		Brazil: Hospital das Clinicas, Sao Paulo	not collected	2014	blood	clinical	hospital staff	Homo sapiens	2017-04-21T15:06:34Z	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-2=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,ompK36_Y264Ter=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5513021	290	48849		PDS000045426.2		Klebsiella pneumoniae			Bloodstream infection
Klebsiella pneumoniae	PRJNA377546	SAMN06461944	4448	PDT000204811.1	"4448"	GCA_002104295.1		Brazil: Hospital das Clinicas, Sao Paulo	not collected	2015	blood	clinical	hospital staff	Homo sapiens	2017-04-21T15:06:34Z	aac(3)-IId=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,erm(42)=COMPLETE,floR2=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,rmtB1=COMPLETE,sat2=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(G)=COMPLETE		5759097	333	46431		PDS000012476.44	49	Klebsiella pneumoniae			Bloodstream infection
Klebsiella pneumoniae	PRJNA377546	SAMN06461943	1799	PDT000204812.1	"1799"	GCA_002104315.1		Brazil: Hospital das Clinicas, Sao Paulo	not collected	2013	blood	clinical	hospital staff	Homo sapiens	2017-04-21T15:09:59Z	aac(3)-IIe=COMPLETE,aac(6')-Ib3=COMPLETE,aadA2=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-2=COMPLETE,blaKPC-2=COMPLETE,blaOXA-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_R115VfsTer30=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE		5816699	331	46172		PDS000012478.13		Klebsiella pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	Bloodstream infection
Klebsiella pneumoniae	PRJNA377546	SAMN06461941	1787	PDT000204813.1	"1787"	GCA_002104355.1		Brazil: Hospital das Clinicas, Sao Paulo	not collected	2013	blood	clinical	hospital staff	Homo sapiens	2017-04-21T16:59:09Z	aac(3)-IIe=COMPLETE,aac(6')-Ib3=COMPLETE,blaCTX-M-2=COMPLETE,blaCTX-M-8=COMPLETE,blaKPC-2=COMPLETE,blaOXA-2=COMPLETE,blaSHV-11=COMPLETE,catA1=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mgrB_C28Y=POINT,ompK35_R115VfsTer30=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrE1=COMPLETE,sul1=COMPLETE		5933944	313	50837				Klebsiella pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	Bloodstream infection
Klebsiella pneumoniae	PRJNA377546	SAMN06461942	4477	PDT000204814.1	"4477"	GCA_002104365.1		Brazil: Hospital das Clinicas, Sao Paulo	not collected	2014	blood	clinical	hospital staff	Homo sapiens	2017-04-21T17:01:09Z	aph(3')-Ia=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT		5527590	359	35390		PDS000045426.2		Klebsiella pneumoniae			Bloodstream infection
Klebsiella pneumoniae	PRJNA382722	SAMN06717781	BO2	PDT000204815.1	"BO2"	GCA_002104635.1		Brazil: Santos	23.9878 S 46.2951 W	2016-11	oysters (Crassostrea spp.)	environmental/other	Fabio Sellera		2017-04-21T17:39:07Z	aac(6')-Ib-cr5=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,blaSHV-28=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,cirA_Y516XfsTer239=POINT,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,ompK35_Y76TerfsTer0=POINT,oqxA=COMPLETE,oqxB=PARTIAL,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE		5620778	383	28575				Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA377546	SAMN06461946	1853	PDT000204816.1	"1853"	GCA_002104705.1		Brazil: Hospital das Clinicas, Sao Paulo	not collected	2013	catheter	clinical	hospital staff	Homo sapiens	2017-04-21T18:04:27Z	aac(6')-Ib3=COMPLETE,aadA1=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-2=COMPLETE,blaKPC-2=COMPLETE,blaOXA=COMPLETE,blaSHV=PARTIAL,catA1=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_D87Y=POINT,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=PARTIAL,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE		5812675	1343	8625				Klebsiella pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	Bloodstream infection
Klebsiella pneumoniae	PRJNA353361	SAMN06200337	KL027	PDT000208741.1	"KL027"	GCA_002119885.1		Colombia: Medellin	6.24 N 75.58 W	2013	Intracerebral material	clinical	J. Natalia Jimenez	Homo sapiens	2017-05-09T21:07:23Z	aac(6')-Ib=COMPLETE,aadA2=COMPLETE,aph(3')-Ia=COMPLETE,blaKPC-3=COMPLETE,blaOXA=MISTRANSLATION,blaSHV-11=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE		5648615	172	134961		PDS000171574.17		Klebsiella pneumoniae			Surgical site infection
Klebsiella pneumoniae	PRJNA353361	SAMN06200339	KP007	PDT000208742.1	"KP007"	GCA_002119865.1		Colombia: Medellin	6.24 N 75.58 W	2012	peripherally inserted central catheter	clinical	J. Natalia Jimenez	Homo sapiens	2017-05-09T21:07:06Z	aac(6')-Ib-cr5=COMPLETE,aadA16=COMPLETE,arr-3=COMPLETE,blaKPC-2=COMPLETE,blaLEN-2=COMPLETE,dfrA27=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,oqxR_D95E=POINT,oqxR_V113I=POINT,qnrB6=COMPLETE,ramR_E145Ter=POINT,sul1=COMPLETE		5848896	81	301744				Klebsiella variicola			Intra-abdominal infection
Klebsiella pneumoniae	PRJNA353361	SAMN06200338	KL033	PDT000208743.1	"KL033"	GCA_002119895.1		Colombia: Medellin	6.24 N 75.58 W	2013	urine	clinical	J. Natalia Jimenez	Homo sapiens	2017-05-09T21:07:31Z	aac(6')-Ib=COMPLETE,aadA2=COMPLETE,blaKPC-3=COMPLETE,blaOXA=MISTRANSLATION,blaSHV-11=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE		5693470	175	130067		PDS000171574.17		Klebsiella pneumoniae			Urinary tract infection
Klebsiella pneumoniae	PRJNA353361	SAMN06200341	KP025	PDT000208744.1	"KP025"	GCA_002119945.1		Colombia: Medellin	6.24 N 75.58 W	2013	urine	clinical	J. Natalia Jimenez	Homo sapiens	2017-05-09T21:07:38Z	aac(6')-Ib-cr5=COMPLETE,aadA16=COMPLETE,acrR_V165I=POINT,acrR_Y114F=POINT,arr-3=COMPLETE,blaKPC-2=COMPLETE,blaOKP-A-12=COMPLETE,blaTEM=PARTIAL,dfrA27=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,ramR_G38PfsTer54=POINT,sul1=COMPLETE		5526921	171	83893				Klebsiella quasipneumoniae			Intra-abdominal infection
Klebsiella pneumoniae	PRJNA353361	SAMN06200340	KP024	PDT000208745.1	"KP024"	GCA_002119955.1		Colombia: Medellin	6.24 N 75.58 W	2013	blood	clinical	J. Natalia Jimenez	Homo sapiens	2017-05-09T21:07:45Z	aac(3)-IIe=COMPLETE,aac(6')-Il=COMPLETE,aadA1=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaKPC-2=COMPLETE,blaSHV-31=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83Y=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_T51QfsTer37=POINT,oqxA=COMPLETE,oqxB=COMPLETE,ramR_L111RfsTer72=POINT,sul1=COMPLETE,tet(D)=COMPLETE		5725002	123	239065		PDS000018034.4		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	Bacteriemia
Klebsiella pneumoniae	PRJNA353361	SAMN06200343	KL064	PDT000208746.1	"KL064"	GCA_002120065.1		Colombia: Medellin	6.24 N 75.58 W	2014	blood	clinical	J. Natalia Jimenez	Homo sapiens	2017-05-09T21:13:09Z	aac(6')-Ib=COMPLETE,aadA16=COMPLETE,aadA2=COMPLETE,aph(3')-Ia=COMPLETE,blaKPC-3=COMPLETE,blaOXA=MISTRANSLATION,blaSHV-11=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,dfrA27=PARTIAL_END_OF_CONTIG,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE		5580015	155	137619		PDS000171574.17		Klebsiella pneumoniae			Intra-abdominal infection
