acc	pais	bioproject	anio	st	cc258	kpc	ndm	carb
GCA_011038035.1	Brazil	PRJNA510003	2016	258	si	si	no	si
GCA_011038055.1	Brazil	PRJNA510003	2015	258	si	si	no	si
GCA_011038065.1	Brazil	PRJNA510003	2016	258	si	si	no	si
GCA_011038095.1	Brazil	PRJNA510003	2014	258	si	si	no	si
GCA_011038115.1	Brazil	PRJNA510003	2016	258	si	si	no	si
GCA_011038135.1	Brazil	PRJNA510003	2015	258	si	si	no	si
GCA_011038155.1	Brazil	PRJNA510003	2016	16	no	si	no	si
GCA_011038175.1	Brazil	PRJNA510003	2016	16	no	si	no	si
GCA_011038195.1	Brazil	PRJNA510003	2016	16	no	si	no	si
GCA_011038215.1	Brazil	PRJNA510003	2016	16	no	si	no	si
GCA_011038235.1	Brazil	PRJNA510003	2016	16	no	si	no	si
GCA_011038265.1	Brazil	PRJNA510003	2016	16	no	si	no	si
GCA_011038255.1	Brazil	PRJNA510003	2016	16	no	si	no	si
GCA_011038295.1	Brazil	PRJNA510003	2015	16	no	no	no	no
GCA_011038315.1	Brazil	PRJNA510003	2016	16	no	si	no	si
GCA_011038335.1	Brazil	PRJNA510003	2015	16	no	si	no	si
GCA_011038355.1	Brazil	PRJNA510003	2015	16	no	si	no	si
GCA_011038365.1	Brazil	PRJNA510003	2015	16	no	si	no	si
GCA_011038395.1	Brazil	PRJNA510003	2014	16	no	si	no	si
GCA_011038415.1	Brazil	PRJNA510003	2014	16	no	si	no	si
GCA_011038425.1	Brazil	PRJNA510003	2014	16	no	si	no	si
GCA_011038455.1	Brazil	PRJNA510003	2014	16	no	si	no	si
GCA_011038475.1	Brazil	PRJNA510003	2014	16	no	si	no	si
GCA_011038495.1	Brazil	PRJNA510003	2015	16	no	si	no	si
GCA_011038515.1	Brazil	PRJNA510003	2015	16	no	si	no	si
GCA_011601045.1	Brazil	PRJNA612187	2014	258	si	si	no	si
GCA_012102235.1	Brazil	PRJNA612187	2014	258	si	si	no	si
GCA_012241505.1	Peru	PRJNA619438	2017	147	no	no	si	si
GCA_012241595.1	Brazil	PRJNA622302	2019	15	no	no	no	no
GCA_022182625.1	Brazil	PRJNA613777	2006	11	si	si	no	si
GCA_022182345.1	Brazil	PRJNA613777	2006	11	si	si	no	si
GCA_012955865.1	Brazil	PRJNA377546	2018	11	si	si	no	si
GCA_012955875.1	Brazil	PRJNA377546	2018	11	si	si	no	si
GCA_012955905.1	Brazil	PRJNA377546	2018	11	si	si	no	si
GCA_012955925.1	Brazil	PRJNA377546	2014	340	si	si	no	si
GCA_012956605.1	Brazil	PRJNA377546	2017	258	si	no	no	no
GCA_012956625.1	Brazil	PRJNA377546	2018	258	si	no	no	no
GCA_012956645.1	Brazil	PRJNA377546	2017	258	si	no	no	no
GCA_013138485.1	Brazil	PRJNA580478	2015	11	si	no	no	no
GCA_013155005.1	Chile	PRJNA632693	2013	1161	no	no	no	no
GCA_013155035.1	Chile	PRJNA632690	2013	25	no	no	no	no
GCA_013155475.1	Chile	PRJNA632474	2012	11	si	no	no	no
GCA_013169065.1	Colombia	PRJNA391501	2013	964	no	si	no	si
GCA_013169115.1	Colombia	PRJNA391501	2013	17	no	si	no	si
GCA_013169725.1	Colombia	PRJNA391501	2015	17	no	si	no	si
GCA_013169765.1	Colombia	PRJNA391501	2014	512	si	si	no	si
GCA_013169775.1	Colombia	PRJNA391501	2014	258	si	si	no	si
GCA_013169865.1	Colombia	PRJNA391501	2014	502	no	si	no	si
GCA_013169875.1	Colombia	PRJNA391501	2015	17	no	no	no	no
GCA_013170105.1	Colombia	PRJNA391501	2015	433	no	si	no	si
GCA_013170115.1	Colombia	PRJNA391501	2014	512	si	si	no	si
GCA_013170165.1	Colombia	PRJNA391501	2015	15	no	si	no	si
GCA_013170205.1	Colombia	PRJNA391501	2015	512	si	si	no	si
GCA_013170215.1	Colombia	PRJNA391501	2014	25	no	si	no	si
GCA_013170325.1	Colombia	PRJNA391501	2014	36	no	si	no	si
GCA_013170385.1	Colombia	PRJNA391501	2014	502	no	si	no	si
GCA_013170405.1	Colombia	PRJNA391501	2014	502	no	si	no	si
GCA_013170425.1	Colombia	PRJNA391501	2014	140	no	si	no	si
GCA_013170435.1	Colombia	PRJNA391501	2015	101	no	si	no	si
GCA_013170445.1	Colombia	PRJNA391501	2014	502	no	si	no	si
GCA_013170455.1	Colombia	PRJNA391501	2014	502	no	si	no	si
GCA_013170505.1	Colombia	PRJNA391501	2014	140	no	si	no	si
GCA_013170535.1	Colombia	PRJNA391501	2014	502	no	si	no	si
GCA_013170565.1	Colombia	PRJNA391501	2014	502	no	si	no	si
GCA_013170595.1	Colombia	PRJNA391501	2014	502	no	si	no	si
GCA_013170625.1	Colombia	PRJNA391501	2014	502	no	si	no	si
GCA_013170645.1	Colombia	PRJNA391501	2014	502	no	si	no	si
GCA_013180385.1	Brazil	PRJNA374958	2005	-	no	no	no	no
GCA_013180445.1	Brazil	PRJNA374958	2011	-	no	si	no	si
GCA_013180465.1	Brazil	PRJNA374958	2011	437	si	si	no	si
GCA_013180515.1	Brazil	PRJNA374958	2010	437	si	si	no	si
GCA_013180525.1	Brazil	PRJNA374958	2010	437	si	si	no	si
GCA_013303005.1	Brazil	PRJNA634874	2019	11	si	si	no	si
GCA_013372785.1	Brazil	PRJNA633112	2018	16	no	si	no	si
GCA_013375185.1	Argentina	PRJNA640368	2014	-	no	si	no	si
GCA_013375175.1	Argentina	PRJNA640366	2014	629	no	si	no	si
GCA_013626195.1	Brazil	PRJNA386273	2015	11	si	no	no	no
GCA_014323585.1	Brazil	PRJNA644576	2015	437	si	si	no	si
GCA_014323625.1	Brazil	PRJNA644576	2017	512	si	si	no	si
GCA_014323715.1	Brazil	PRJNA644576	2016	11	si	si	no	si
GCA_014451135.1	Brazil	PRJNA521546	2017	152	no	no	no	no
GCA_014451185.1	Brazil	PRJNA521546	2017	152	no	no	no	no
GCA_014451175.1	Brazil	PRJNA521546	2017	152	no	si	no	si
GCA_014451215.1	Brazil	PRJNA521546	2016	15	no	si	no	si
GCA_014451235.1	Brazil	PRJNA521546	2017	437	si	no	no	no
GCA_014451245.1	Brazil	PRJNA521546	2017	258	si	si	no	si
GCA_014451275.1	Brazil	PRJNA521546	2017	15	no	si	no	si
GCA_014451255.1	Brazil	PRJNA521546	2017	437	si	si	no	si
GCA_014451315.1	Brazil	PRJNA521546	2016	258	si	si	no	si
GCA_014490685.2	Peru	PRJNA596513	2017	147	no	no	si	si
GCA_014500765.1	Brazil	PRJNA628956	2015	15	no	si	no	si
GCA_014500785.1	Brazil	PRJNA628957	2015	15	no	si	no	si
GCA_014500805.1	Brazil	PRJNA628954	2015	15	no	si	no	si
GCA_014500815.1	Brazil	PRJNA628953	2015	15	no	si	no	si
GCA_014500865.1	Brazil	PRJNA628960	2015	15	no	no	no	no
GCA_014524525.1	Brazil	PRJNA629309	2015	15	no	si	no	si
GCA_014788765.1	Chile	PRJNA664089	2017	25	no	no	no	no
GCA_014833135.1	Brazil	PRJNA629600	2014	15	no	si	no	si
GCA_014883955.1	Colombia	PRJNA665232	2015	504	no	si	no	si
GCA_014894805.1	Brazil	PRJNA602680	2016	54	no	si	no	si
GCA_015666295.1	Brazil	PRJNA677881	2020	11	si	si	no	si
GCA_015666325.1	Brazil	PRJNA677881	2020	11	si	si	no	si
GCA_015666395.1	Brazil	PRJNA677881	2020	15	no	no	si	si
GCA_015666405.1	Brazil	PRJNA677881	2020	11	si	si	no	si
GCA_015666415.1	Brazil	PRJNA677881	2020	11	si	si	no	si
GCA_015666445.1	Brazil	PRJNA677881	2020	11	si	si	no	si
GCA_015666485.1	Brazil	PRJNA677881	2020	11	si	no	si	si
GCA_015666525.1	Brazil	PRJNA677881	2020	874	no	si	si	si
GCA_015666585.1	Brazil	PRJNA677881	2020	11	si	si	no	si
GCA_015666595.1	Brazil	PRJNA677881	2020	258	si	si	no	si
GCA_015666615.1	Brazil	PRJNA677881	2020	307	no	si	no	si
GCA_015666635.1	Brazil	PRJNA677881	2019	378	no	no	si	si
GCA_015666685.1	Brazil	PRJNA677881	2020	1303	no	no	si	si
GCA_015826235.1	Brazil	PRJNA529595	2019	86	no	no	no	no
GCA_015826265.1	Brazil	PRJNA529595	2019	86	no	no	no	no
GCA_015912475.1	Uruguay	PRJNA610564	2018	258	si	no	no	no
GCA_015912485.1	Uruguay	PRJNA610564	2018	258	si	no	no	no
GCA_015912585.1	Uruguay	PRJNA610564	2018	258	si	no	no	no
GCA_016054805.1	Brazil	PRJNA677881	2020	11	si	no	si	si
GCA_016054825.1	Brazil	PRJNA677881	2020	395	no	si	no	si
GCA_016054895.1	Brazil	PRJNA677881	2020	1079	no	si	no	si
GCA_016054935.1	Brazil	PRJNA677881	2020	874	no	no	si	si
GCA_016054995.1	Brazil	PRJNA677881	2020	874	no	si	si	si
GCA_016055215.1	Brazil	PRJNA677881	2020	70	no	si	no	si
GCA_016055235.1	Brazil	PRJNA677881	2020	11	si	si	no	si
GCA_016055275.1	Brazil	PRJNA677881	2020	11	si	si	no	si
GCA_016055295.1	Brazil	PRJNA677881	2020	378	no	no	si	si
GCA_016055305.1	Brazil	PRJNA677881	2020	391	no	no	si	si
GCA_016055345.1	Brazil	PRJNA677881	2020	392	no	no	si	si
GCA_016055395.1	Brazil	PRJNA677881	2020	11	si	no	si	si
GCA_016055435.1	Brazil	PRJNA677881	2020	307	no	si	no	si
GCA_016055445.1	Brazil	PRJNA677881	2020	392	no	no	si	si
GCA_016055495.1	Brazil	PRJNA677881	2020	258	si	si	no	si
GCA_016055535.1	Brazil	PRJNA677881	2020	258	si	si	no	si
GCA_016055575.1	Brazil	PRJNA677881	2020	16	no	si	no	si
GCA_016055605.1	Brazil	PRJNA677881	2019	147	no	si	no	si
GCA_016055635.1	Brazil	PRJNA677881	2020	273	no	si	no	si
GCA_016055655.1	Brazil	PRJNA677881	2020	17	no	no	si	si
GCA_016055675.1	Brazil	PRJNA677881	2019	258	si	si	no	si
GCA_016055695.1	Brazil	PRJNA677881	2019	11	si	si	no	si
GCA_016055755.1	Brazil	PRJNA677881	2019	11	si	si	no	si
GCA_016055795.1	Brazil	PRJNA677881	2019	391	no	no	si	si
GCA_016055895.1	Brazil	PRJNA677881	2019	11	si	si	no	si
GCA_016055885.1	Brazil	PRJNA677881	2019	11	si	si	no	si
GCA_016055935.1	Brazil	PRJNA677881	2019	101	no	no	no	no
GCA_016055975.1	Brazil	PRJNA677881	2019	-	no	si	no	si
GCA_016055995.1	Brazil	PRJNA677881	2019	11	si	si	no	si
GCA_016056105.1	Brazil	PRJNA677881	2019	437	si	si	no	si
GCA_016056175.1	Brazil	PRJNA677881	2019	307	no	si	no	si
GCA_016056195.1	Brazil	PRJNA677881	2019	15	no	no	no	no
GCA_022023615.1	Brazil	PRJEB41225	2016	11	si	si	no	si
GCA_022023635.1	Brazil	PRJEB41225	2016	11	si	si	no	si
GCA_022023655.1	Brazil	PRJEB41225	2016	11	si	si	no	si
GCA_022023555.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022023535.1	Brazil	PRJEB41225	2016	11	si	si	no	si
GCA_022023515.1	Brazil	PRJEB41225	2016	307	no	si	no	si
GCA_022023495.1	Brazil	PRJEB41225	2016	307	no	si	no	si
GCA_022023455.1	Brazil	PRJEB41225	2016	6901	no	si	no	si
GCA_022023475.1	Brazil	PRJEB41225	2016	437	si	si	no	si
GCA_022023435.1	Brazil	PRJEB41225	2016	437	si	si	no	si
GCA_022023415.1	Brazil	PRJEB41225	2016	11	si	si	no	si
GCA_022023335.1	Brazil	PRJEB41225	2016	437	si	si	no	si
GCA_022023395.1	Brazil	PRJEB41225	2016	11	si	si	no	si
GCA_022023355.1	Brazil	PRJEB41225	2016	11	si	si	no	si
GCA_022023365.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022023315.1	Brazil	PRJEB41225	2016	11	si	si	no	si
GCA_022023295.1	Brazil	PRJEB41225	2016	29	no	si	no	si
GCA_022023275.1	Brazil	PRJEB41225	2016	11	si	si	no	si
GCA_022023255.1	Brazil	PRJEB41225	2016	11	si	si	no	si
GCA_022023235.1	Brazil	PRJEB41225	2016	11	si	si	no	si
GCA_022023215.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022023195.1	Brazil	PRJEB41225	2016	258	si	no	no	no
GCA_022023175.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022023155.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022023135.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022023095.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022023115.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022023075.1	Brazil	PRJEB41225	2016	101	no	si	no	si
GCA_022023055.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022023035.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022023015.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022022995.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022022975.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022022955.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022022935.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022022915.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022022895.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022022875.1	Brazil	PRJEB41225	2016	258	si	si	no	si
GCA_022019755.1	Argentina	PRJNA623051	2017	307	no	si	no	si
GCA_022019815.1	Argentina	PRJNA623051	2017	307	no	si	no	si
GCA_016801375.1	Colombia	PRJNA665239	2015	258	si	si	no	si
GCA_016805425.1	Ecuador	PRJNA507384	2016	-	no	si	no	si
GCA_016805435.1	Ecuador	PRJNA507384	2016	13	no	si	no	si
GCA_016805465.1	Ecuador	PRJNA507384	2016	13	no	si	no	si
GCA_016805485.1	Ecuador	PRJNA507384	2016	13	no	si	no	si
GCA_016805505.1	Ecuador	PRJNA507384	2016	13	no	si	no	si
GCA_016805525.1	Ecuador	PRJNA507384	2016	13	no	si	no	si
GCA_016805545.1	Ecuador	PRJNA507384	2016	13	no	si	no	si
GCA_016805565.1	Ecuador	PRJNA507384	2016	258	si	si	no	si
GCA_016805585.1	Ecuador	PRJNA507384	2016	258	si	si	no	si
GCA_016805625.1	Ecuador	PRJNA507384	2016	258	si	si	no	si
GCA_016805635.1	Ecuador	PRJNA507384	2016	13	no	si	no	si
GCA_016805665.1	Ecuador	PRJNA507384	2016	13	no	si	no	si
GCA_016805685.1	Ecuador	PRJNA507384	2016	13	no	si	no	si
GCA_016805705.1	Ecuador	PRJNA507384	2016	-	no	si	no	si
GCA_016805715.1	Ecuador	PRJNA507384	2016	13	no	si	no	si
GCA_016805745.1	Ecuador	PRJNA507384	2016	86	no	no	no	no
GCA_016805765.1	Ecuador	PRJNA507384	2016	258	si	si	no	si
GCA_016805785.1	Ecuador	PRJNA507384	2016	258	si	si	no	si
GCA_022017055.1	Argentina	PRJEB38601	2014	629	no	si	no	si
GCA_022017015.1	Argentina	PRJEB38602	2014	-	no	si	no	si
GCA_016881465.1	Brazil	PRJNA489262	2013	11	si	si	no	si
GCA_016881485.1	Brazil	PRJNA489262	2012	437	si	si	no	si
GCA_016881495.1	Brazil	PRJNA489262	2014	101	no	si	no	si
GCA_016881525.1	Brazil	PRJNA489262	2014	11	si	si	no	si
GCA_016881535.1	Brazil	PRJNA489262	2014	340	si	si	no	si
GCA_016881565.1	Brazil	PRJNA489262	2014	437	si	si	no	si
GCA_016881585.1	Brazil	PRJNA489262	2010	11	si	si	no	si
GCA_016881605.1	Brazil	PRJNA489262	2009	437	si	si	no	si
GCA_016881655.1	Brazil	PRJNA489262	2009	437	si	si	no	si
GCA_017565865.1	Brazil	PRJNA678746	2015	11	si	no	no	no
GCA_017565885.1	Brazil	PRJNA678746	2015	437	si	no	no	no
GCA_017565915.1	Brazil	PRJNA678746	2015	437	si	si	no	si
GCA_017565945.1	Brazil	PRJNA678746	2015	437	si	si	no	si
GCA_017566015.1	Brazil	PRJNA678746	2015	11	si	si	no	si
GCA_018109905.1	Brazil	PRJNA635955	2017	15	no	no	no	no
GCA_021963865.1	Colombia	PRJNA658369	2017	11	si	si	no	si
GCA_021963745.1	Colombia	PRJNA658369	2017	11	si	si	no	si
GCA_021941975.1	Colombia	PRJNA658369	2017	-	no	si	no	si
GCA_021963665.1	Colombia	PRJNA658369	2017	17	no	si	si	si
GCA_021963685.1	Colombia	PRJNA658369	2017	273	no	si	no	si
GCA_021963625.1	Colombia	PRJNA658369	2018	1082	no	si	no	si
GCA_021963645.1	Colombia	PRJNA658369	2018	258	si	si	no	si
GCA_021963525.1	Colombia	PRJNA658369	2018	258	si	si	no	si
GCA_021963605.1	Colombia	PRJNA658369	2018	258	si	si	no	si
GCA_021963545.1	Colombia	PRJNA658369	2018	258	si	si	no	si
GCA_021963505.1	Colombia	PRJNA658369	2017	258	si	si	no	si
GCA_021963465.1	Colombia	PRJNA658369	2017	258	si	si	no	si
GCA_021963425.1	Colombia	PRJNA658369	2017	219	no	si	no	si
GCA_021963405.1	Colombia	PRJNA658369	2017	258	si	si	no	si
GCA_021963385.1	Colombia	PRJNA658369	2017	6	no	si	no	si
GCA_021963445.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021963365.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021963325.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021963345.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021963305.1	Chile	PRJNA658369	2018	25	no	no	no	no
GCA_021963285.1	Chile	PRJNA658369	2018	-	no	no	no	no
GCA_021963265.1	Chile	PRJNA658369	2018	25	no	no	no	no
GCA_021963245.1	Chile	PRJNA658369	2018	25	no	no	no	no
GCA_021961385.1	Chile	PRJNA658369	2018	25	no	no	no	no
GCA_021961325.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021961365.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021961345.1	Chile	PRJNA658369	2018	-	no	no	no	no
GCA_021961305.1	Chile	PRJNA658369	2018	25	no	no	no	no
GCA_021961285.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021961265.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021961225.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021961245.1	Chile	PRJNA658369	2018	-	no	no	no	no
GCA_021961205.1	Chile	PRJNA658369	2018	-	no	no	no	no
GCA_021961165.1	Chile	PRJNA658369	2018	25	no	no	no	no
GCA_021961145.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021961105.1	Chile	PRJNA658369	2018	25	no	no	no	no
GCA_021961125.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021961085.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021961025.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021961065.1	Chile	PRJNA658369	2018	-	no	no	no	no
GCA_021960945.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021960925.1	Chile	PRJNA658369	2018	25	no	no	no	no
GCA_021960905.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021960825.1	Chile	PRJNA658369	2018	-	no	no	no	no
GCA_021960845.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021960805.1	Chile	PRJNA658369	2018	-	no	no	no	no
GCA_021960785.1	Chile	PRJNA658369	2018	25	no	no	no	no
GCA_021960865.1	Chile	PRJNA658369	2018	-	no	no	no	no
GCA_021960465.1	Chile	PRJNA658369	2018	11	si	no	no	no
GCA_021960425.1	Chile	PRJNA658369	2018	-	no	no	no	no
GCA_021960445.1	Chile	PRJNA658369	2018	25	no	no	no	no
GCA_021960385.1	Chile	PRJNA658369	2018	25	no	no	no	no
GCA_021960345.1	Colombia	PRJNA658369	2018	258	si	si	no	si
GCA_021960305.1	Colombia	PRJNA658369	2018	34	no	si	no	si
GCA_021960325.1	Colombia	PRJNA658369	2018	-	no	no	si	si
GCA_021960285.1	Colombia	PRJNA658369	2018	-	no	no	si	si
GCA_021960205.1	Colombia	PRJNA658369	2018	76	no	si	no	si
GCA_021960245.1	Colombia	PRJNA658369	2018	76	no	si	no	si
GCA_021941935.1	Colombia	PRJNA658369	2018	11	si	no	si	si
GCA_021960125.1	Colombia	PRJNA658369	2017	1471	no	si	no	si
GCA_021961045.1	Colombia	PRJNA658369	2017	258	si	si	no	si
GCA_021960105.1	Colombia	PRJNA658369	2017	11	si	si	no	si
GCA_021960085.1	Colombia	PRJNA658369	2017	45	no	si	no	si
GCA_021960065.1	Colombia	PRJNA658369	2018	983	no	no	no	no
GCA_021960045.1	Colombia	PRJNA658369	2018	983	no	no	no	no
GCA_021960025.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021960005.1	Colombia	PRJNA658369	2018	225	no	si	no	si
GCA_021959985.1	Colombia	PRJNA658369	2018	129	no	si	no	si
GCA_021959965.1	Colombia	PRJNA658369	2018	-	no	si	no	si
GCA_021959905.1	Colombia	PRJNA658369	2018	258	si	si	no	si
GCA_021959945.1	Colombia	PRJNA658369	2018	6563	no	si	no	si
GCA_021959925.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021959885.1	Colombia	PRJNA658369	2018	2793	no	si	no	si
GCA_021959845.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021959785.1	Colombia	PRJNA658369	2018	-	no	si	no	si
GCA_021959825.1	Colombia	PRJNA658369	2018	307	no	si	no	si
GCA_021959745.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021959805.1	Colombia	PRJNA658369	2018	-	no	si	no	si
GCA_021959725.1	Argentina	PRJNA658369	2018	11	si	si	no	si
GCA_021959765.1	Argentina	PRJNA658369	2018	12	no	si	no	si
GCA_021959705.1	Argentina	PRJNA658369	2018	11	si	si	no	si
GCA_021959685.1	Argentina	PRJNA658369	2018	525	no	no	no	no
GCA_021959665.1	Argentina	PRJNA658369	2018	11	si	si	no	si
GCA_021959605.1	Argentina	PRJNA658369	2018	11	si	si	no	si
GCA_021959625.1	Argentina	PRJNA658369	2018	-	no	si	no	si
GCA_021959585.1	Argentina	PRJNA658369	2018	11	si	si	no	si
GCA_021959565.1	Argentina	PRJNA658369	2018	-	no	si	no	si
GCA_021959545.1	Argentina	PRJNA658369	2018	11	si	si	no	si
GCA_021959525.1	Argentina	PRJNA658369	2018	11	si	si	no	si
GCA_021959485.1	Argentina	PRJNA658369	2018	11	si	si	no	si
GCA_021959465.1	Argentina	PRJNA658369	2018	11	si	si	no	si
GCA_021959505.1	Argentina	PRJNA658369	2018	11	si	si	no	si
GCA_021959445.1	Argentina	PRJNA658369	2018	15	no	si	no	si
GCA_021959405.1	Argentina	PRJNA658369	2018	11	si	si	no	si
GCA_021959365.1	Argentina	PRJNA658369	2018	258	si	si	no	si
GCA_021959385.1	Argentina	PRJNA658369	2018	11	si	si	no	si
GCA_021957635.1	Colombia	PRJNA658369	2018	983	no	no	no	no
GCA_021957685.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021957665.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021957585.1	Colombia	PRJNA658369	2018	152	no	no	si	si
GCA_021957565.1	Colombia	PRJNA658369	2018	152	no	no	si	si
GCA_021957525.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021957605.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021957465.1	Colombia	PRJNA658369	2018	2557	no	si	no	si
GCA_021957445.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021957505.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021957485.1	Colombia	PRJNA658369	2018	-	no	si	no	si
GCA_021957425.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021957345.1	Colombia	PRJNA658369	2018	152	no	no	si	si
GCA_021957325.1	Colombia	PRJNA658369	2018	2793	no	si	no	si
GCA_021957385.1	Colombia	PRJNA658369	2018	-	no	si	no	si
GCA_021957365.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021957405.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021957265.1	Colombia	PRJNA658369	2018	13	no	si	no	si
GCA_021957245.1	Colombia	PRJNA658369	2018	111	no	si	no	si
GCA_021957285.1	Colombia	PRJNA658369	2018	-	no	si	no	si
GCA_021956985.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021956965.1	Colombia	PRJNA658369	2018	11	si	si	si	si
GCA_021956945.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021956905.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021956885.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021956865.1	Colombia	PRJNA658369	2018	70	no	si	no	si
GCA_021956845.1	Colombia	PRJNA658369	2018	219	no	si	no	si
GCA_021956825.1	Colombia	PRJNA658369	2018	70	no	si	no	si
GCA_021956765.1	Colombia	PRJNA658369	2017	25	no	si	si	si
GCA_021957305.1	Colombia	PRJNA658369	2017	11	si	si	no	si
GCA_021956785.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021956725.1	Colombia	PRJNA658369	2017	11	si	si	no	si
GCA_021956745.1	Colombia	PRJNA658369	2017	11	si	si	no	si
GCA_021956705.1	Colombia	PRJNA658369	2017	441	no	no	si	si
GCA_021956585.1	Colombia	PRJNA658369	2017	11	si	si	no	si
GCA_021956655.1	Colombia	PRJNA658369	2017	273	no	si	no	si
GCA_021956565.1	Colombia	PRJNA658369	2017	11	si	si	no	si
GCA_021952565.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021952095.1	Colombia	PRJNA658369	2018	152	no	no	si	si
GCA_021952155.1	Colombia	PRJNA658369	2018	-	no	si	no	si
GCA_021952075.1	Colombia	PRJNA658369	2018	501	no	si	no	si
GCA_021952055.1	Colombia	PRJNA658369	2018	-	no	si	no	si
GCA_021952545.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021952015.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021951995.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021951975.1	Colombia	PRJNA658369	2018	-	no	no	si	si
GCA_021952505.1	Colombia	PRJNA658369	2018	11	si	si	no	si
GCA_021951955.1	Colombia	PRJNA658369	2018	-	no	si	no	si
GCA_021951935.1	Colombia	PRJNA658369	2018	3660	no	si	si	si
GCA_021951875.1	Colombia	PRJNA658369	2018	11	si	no	no	no
GCA_021951895.1	Colombia	PRJNA658369	2018	-	no	si	no	si
GCA_021951915.1	Colombia	PRJNA658369	2017	152	no	no	si	si
GCA_021952425.1	Colombia	PRJNA658369	2017	661	no	si	no	si
GCA_018359205.1	Colombia	PRJNA657895	2019	258	si	si	no	si
GCA_018359195.1	Colombia	PRJNA657895	2019	258	si	si	no	si
GCA_018359185.1	Colombia	PRJNA657895	2016	129	no	no	si	si
GCA_018359245.1	Colombia	PRJNA657895	2017	129	no	si	no	si
GCA_018359255.1	Colombia	PRJNA657895	2019	258	si	si	no	si
GCA_018359285.1	Colombia	PRJNA657895	2012	258	si	si	no	si
GCA_018359295.1	Colombia	PRJNA657895	2017	219	no	si	no	si
GCA_018359305.1	Colombia	PRJNA657895	2015	258	si	si	no	si
GCA_018359345.1	Colombia	PRJNA657895	2014	258	si	si	no	si
GCA_018359365.1	Colombia	PRJNA657895	2017	258	si	si	no	si
GCA_018359385.1	Colombia	PRJNA657895	2011	258	si	si	no	si
GCA_018359405.1	Colombia	PRJNA657895	2011	258	si	si	no	si
GCA_018359425.1	Colombia	PRJNA657895	2011	258	si	si	no	si
