accesion	tipo_registro	bioproject	biosample	pais	ciudad	anio	fecha_colecta	fuente_aislamiento	tipo_aislamiento	hospedero	colector	plataforma	n_contigs	longitud_total	st_pasteur	st_oxford	kl	ocl	carbapenemasa_adquirida	genes_carbapenemasa	tipos_rep_apt	oxa72_contexto
GCA_028436005.1	ensamblado_publico	PRJNA742192	SAMN19931302	Brasil	Recife	2014	2014	ND	clinical	Homo sapiens	HGV		124	3862626	881	-	KL15	OCL1	no	ninguna	r3-T14	
GCA_028439845.1	ensamblado_publico	PRJNA742192	SAMN19931299	Brasil	Recife	2014	2014	blood	clinical	Homo sapiens	HGV		151	3996563	79	-	KL13	OCL10	no	ninguna	ninguno	
GCA_028439855.1	ensamblado_publico	PRJNA742192	SAMN19931300	Brasil	Recife	2014	2014	peritoneal fluid	clinical	Homo sapiens	HGV		156	3836885	881	-	KL15	OCL1	no	ninguna	r3-T1,r3-T14	
GCA_028439875.1	ensamblado_publico	PRJNA742192	SAMN19931301	Brasil	Recife	2014	2014	bone	clinical	Homo sapiens	HGV		92	4239450	25	1341	KL37	OCL6	no	ninguna	r3-T1,r3-T14,r3-T3	
GCA_028439905.1	ensamblado_publico	PRJNA742192	SAMN19931298	Brasil	Recife	2014	2014	tissue	clinical	Homo sapiens	HGV		138	4002072	113	1338	KL13	OCL7	no	ninguna	r3-T1,r3-T14,rP-T1	
GCA_028439915.1	ensamblado_publico	PRJNA742192	SAMN19931297	Brasil	Recife	2014	2014	tracheal secretion	clinical	Homo sapiens	HGV		94	3935047	15	225	KL22	OCL7	no	ninguna	r3-T1,r3-T14,r3-T3	
GCA_028439945.1	ensamblado_publico	PRJNA742192	SAMN19931296	Brasil	Recife	2014	2014	catheter tip	clinical	Homo sapiens	HGV		269	3873591	-	1338	KL13	OCL7	no	ninguna	r3-T1,r3-T14,rP-T1	
GCA_028439955.1	ensamblado_publico	PRJNA742192	SAMN19931294	Brasil	Recife	2014	2014	urine	clinical	Homo sapiens	HGV		98	3888008	15	225	KL22	OCL7	no	ninguna	r3-T13,r3-T14,r3-T3	
GCA_028439975.1	ensamblado_publico	PRJNA742192	SAMN19931295	Brasil	Recife	2014	2014	catheter tip	clinical	Homo sapiens	HGV		74	3944797	113	1336	KL81	OCL7	no	ninguna	r3-T1,r3-T14,rP-T1	
GCA_028440005.1	ensamblado_publico	PRJNA742192	SAMN19931293	Brasil	Recife	2014	2014	blood	clinical	Homo sapiens	HGV		126	4017717	113	1338	KL13	OCL7	no	ninguna	r3-T1,r3-T14,rP-T1	
GCA_028440015.1	ensamblado_publico	PRJNA742192	SAMN19931292	Brasil	Recife	2010	2010	blood	clinical	Homo sapiens	HAM		127	3999289	79	-	KL210	OCL10	si	blaOXA-72	r3-T1,r3-T14	r3-T1,r3-T14
GCA_028440045.1	ensamblado_publico	PRJNA742192	SAMN19931291	Brasil	Recife	2010	2010	tracheal secretion	clinical	Homo sapiens	HAM		138	4048378	79	-	KL52	OCL10	no	ninguna	r3-T1,r3-T94	
GCA_028440065.1	ensamblado_publico	PRJNA742192	SAMN19931289	Brasil	Recife	2010	2010	rectal swab	clinical	Homo sapiens	HAM		89	4045118	113	1338	KL27	OCL7	no	ninguna	r3-T1,rP-T1	
GCA_028440075.1	ensamblado_publico	PRJNA742192	SAMN19931290	Brasil	Recife	2010	2010	tracheal secretion	clinical	Homo sapiens	HAM		145	3982314	79	-	KL210	OCL10	si	blaOXA-72	r3-T1,r3-T14	r3-T1
GCA_028440105.1	ensamblado_publico	PRJNA742192	SAMN19931288	Brasil	Recife	2010	2010	rectal swab	clinical	Homo sapiens	HAM		132	4004389	79	-	KL210	OCL10	si	blaOXA-72	r3-T1,r3-T14	r3-T1
GCA_028440125.1	ensamblado_publico	PRJNA742192	SAMN19931287	Brasil	Recife	2010	2010	rectal swab	clinical	Homo sapiens	HAM		132	3987961	79	-	KL22	OCL10	si	blaOXA-72	r3-T1,r3-T14	r3-T1,r3-T14
GCA_028440145.1	ensamblado_publico	PRJNA742192	SAMN19931286	Brasil	Recife	2010	2010	blood	clinical	Homo sapiens	HAM		171	3949348	15	225	KL22	OCL7	no	ninguna	r3-T1,r3-T13,r3-T14,r3-T3	
GCA_028440165.1	ensamblado_publico	PRJNA742192	SAMN19931285	Brasil	Recife	2010	2010	blood	clinical	Homo sapiens	HAM		64	4001835	113	1338	KL13	OCL7	si	blaOXA-23	r3-T1,r3-T14,rP-T1	
GCA_028440185.1	ensamblado_publico	PRJNA742192	SAMN19931283	Brasil	Recife	2012	2012	tracheal secretion	clinical	Homo sapiens	HUOC		105	4059048	79	-	KL52	OCL10	no	ninguna	r3-T1	
GCA_028440195.1	ensamblado_publico	PRJNA742192	SAMN19931282	Brasil	Recife	2014	2014	tracheal secretion	clinical	Homo sapiens	HUOC		79	4057487	113	1338	KL13	OCL7	no	ninguna	r3-T1,r3-T14,rP-T1	
GCA_028440225.1	ensamblado_publico	PRJNA742192	SAMN19931281	Brasil	Recife	2014	2014	tracheal secretion	clinical	Homo sapiens	HUOC		88	3968223	79	-	KL22	OCL10	si	blaOXA-72	r3-T1	r3-T1
GCA_028440245.1	ensamblado_publico	PRJNA742192	SAMN19931280	Brasil	Recife	2014	2014	tracheal secretion	clinical	Homo sapiens	HUOC		50	3781872	1	-	KL18	OCL1	si	blaOXA-23	r3-T1,r3-T62	
GCA_028440255.1	ensamblado_publico	PRJNA742192	SAMN19931284	Brasil	Recife	2010	2010	blood	clinical	Homo sapiens	HAM		119	4008894	79	-	KL210	OCL10	si	blaOXA-72	r3-T1,r3-T14	r3-T1,r3-T14
GCA_028440285.1	ensamblado_publico	PRJNA742192	SAMN19931278	Brasil	Recife	2012	2012	tracheal secretion	clinical	Homo sapiens	HUOC		101	4070233	79	-	KL52	OCL10	no	ninguna	r3-T1,r3-T94	
GCA_028440295.1	ensamblado_publico	PRJNA742192	SAMN19931279	Brasil	Recife	2012	2012	urine	clinical	Homo sapiens	HUOC		107	4065748	79	-	KL52	OCL10	no	ninguna	r3-T1,r3-T94	
GCA_028440325.1	ensamblado_publico	PRJNA742192	SAMN19931277	Brasil	Recife	2014	2014	tracheal secretion	clinical	Homo sapiens	HUOC		84	3888826	1	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_028440335.1	ensamblado_publico	PRJNA742192	SAMN19931276	Brasil	Recife	2014	2014	tracheal secretion	clinical	Homo sapiens	HUOC		103	3969903	79	-	KL49	OCL10	no	ninguna	r3-T1	
GCA_028440365.1	ensamblado_publico	PRJNA742192	SAMN19931275	Brasil	Recife	2014	2014	tracheal secretion	clinical	Homo sapiens	HUOC		79	3943743	15	225	KL22	OCL7	no	ninguna	r3-T1,r3-T13	
GCA_028440385.1	ensamblado_publico	PRJNA742192	SAMN19931273	Brasil	Recife	2012	2012	peritoneal fluid	clinical	Homo sapiens	HR		117	3940793	15	236	KL9	OCL7	no	ninguna	r3-T1,r3-T14,r3-T3,r3-T94	
GCA_028440395.1	ensamblado_publico	PRJNA742192	SAMN19931274	Brasil	Recife	2014	2014	tracheal secretion	clinical	Homo sapiens	HUOC		88	3872796	1	-	KL18	OCL1	si	blaOXA-23	r3-T1,r3-T62	
GCA_028440415.1	ensamblado_publico	PRJNA742192	SAMN19931270	Brasil	Recife	2012	2012	blood	clinical	Homo sapiens	HR		45	3816446	1	-	KL18	OCL1	si	blaOXA-23	r3-T1,r3-T62	
GCA_028440435.1	ensamblado_publico	PRJNA742192	SAMN19931271	Brasil	Recife	2012	2012	blood	clinical	Homo sapiens	HR		79	4007898	15	225	KL22	OCL7	no	ninguna	r3-T1,r3-T13,r3-T14,r3-T3	
GCA_028440485.1	ensamblado_publico	PRJNA742192	SAMN19931268	Brasil	Recife	2012	2012	cerebrospinal fluid	clinical	Homo sapiens	HR		67	3888432	15	225	KL22	OCL7	no	ninguna	r3-T1,r3-T13,r3-T14	
GCA_028440505.1	ensamblado_publico	PRJNA742192	SAMN19931269	Brasil	Recife	2012	2012	cerebrospinal fluid	clinical	Homo sapiens	HR		253	3972524	113	1336	KL152	OCL7	no	ninguna	r3-T1,r3-T14,r3-T62,rP-T1	
GCA_028440515.1	ensamblado_publico	PRJNA742192	SAMN19931266	Brasil	Recife	2012	2012	cerebrospinal fluid	clinical	Homo sapiens	HR		80	4063133	113	1338	KL27	OCL7	no	ninguna	r3-T1,r3-T14,rP-T1	
GCA_028440525.1	ensamblado_publico	PRJNA742192	SAMN19931267	Brasil	Recife	2012	2012	cerebrospinal fluid	clinical	Homo sapiens	HR		126	4116619	79	-	KL13	OCL10	no	ninguna	r3-T1	
GCA_028440555.1	ensamblado_publico	PRJNA742192	SAMN19931265	Brasil	Recife	2012	2012	cerebrospinal fluid	clinical	Homo sapiens	HR		66	3981016	113	1337	KL10	OCL7	no	ninguna	r3-T1,rP-T1	
GCA_028440585.1	ensamblado_publico	PRJNA742192	SAMN19931264	Brasil	Recife	2012	2012	cerebrospinal fluid	clinical	Homo sapiens	HR		109	3945299	15	236	KL9	OCL7	no	ninguna	r3-T1,r3-T14,r3-T3,r3-T94	
GCA_028440615.1	ensamblado_publico	PRJNA742192	SAMN19931263	Brasil	Recife	2012	2012	cerebrospinal fluid	clinical	Homo sapiens	HR		157	4101965	79	-	KL9	OCL10	no	ninguna	r3-T1,r3-T14	
GCA_028440635.1	ensamblado_publico	PRJNA742192	SAMN19931262	Brasil	Recife	2012	2012	cerebrospinal fluid	clinical	Homo sapiens	HR		73	3941123	113	1336	KL152	OCL7	no	ninguna	r3-T14,rP-T1	
GCA_028440705.1	ensamblado_publico	PRJNA741978	SAMN20090325	Brasil	Caruaru	2014	2014	blood	clinical	Homo sapiens	HRA		275	3710257	113	1336	KL152	OCL7	no	ninguna	r3-T1	
GCA_029477905.1	ensamblado_publico	PRJNA916281	SAMN32422382	Brasil	Sao Paulo	2008	2008-12	blood	clinical	Homo sapiens	Jessica Werneck		226	4044112	79	-	KL33	OCL10	si	blaOXA-23	r3-T1	
GCA_029761775.1	ensamblado_publico	PRJNA950404	SAMN33988642	Brasil	Rio de Janeiro	2010	2010-10-06	urine	clinical	Homo sapiens	FIOCRUZ		659	4034703	15	225	KL3	OCL7	si	blaOXA-23	r3-T13,r3-T14	
GCA_029761785.1	ensamblado_publico	PRJNA950404	SAMN33988644	Brasil	Rio de Janeiro	2007	2007-05-14	blood	clinical	Homo sapiens	FIOCRUZ		196	4003815	79	-	KL9	OCL10	si	blaOXA-23	ninguno	
GCA_029955785.1	ensamblado_publico	PRJNA953974	SAMN34128734	Ecuador	Quito	2022	2022-04-11	blood	clinical	Homo sapiens	Hospital de Especialidades Eugenio Espejo		141	4019106	2	-	KL2	OCL1	si	blaOXA-72	r3-T18,r3-T3	r3-T18
GCA_029955865.1	ensamblado_publico	PRJNA953974	SAMN34128732	Ecuador	Quito	2022	2022-03-30	blood	clinical	Homo sapiens	Hospital de Especialidades Eugenio Espejo		98	3956029	108	-	KL116	OCL1	si	blaOXA-72	r3-T13,r3-T50	r3-T13,r3-T50
GCA_029956025.1	ensamblado_publico	PRJNA953974	SAMN34128719	Ecuador	Quito	2022	2022-01-06	blood	clinical	Homo sapiens	Hospital de Especialidades Eugenio Espejo		153	4042536	108	-	KL116	OCL1	si	blaOXA-72	r3-T13,r3-T50	r3-T13,r3-T50
GCA_030016845.1	ensamblado_publico	PRJNA953974	SAMN34128726	Ecuador	Quito	2022	2022-02-05	blood	clinical	Homo sapiens	Hospital de Especialidades Eugenio Espejo		80	4068593	79	-	KL23	OCL10	no	ninguna	r3-T13	
GCA_030016875.1	ensamblado_publico	PRJNA953974	SAMN34128714	Ecuador	Quito	2021	2021-12-18	blood	clinical	Homo sapiens	Hospital de Especialidades Eugenio Espejo		113	4000594	2	-	KL2	OCL1	si	blaOXA-72	r3-T18,r3-T3	r3-T18
GCA_030165035.1	ensamblado_publico	PRJNA974706	SAMN35447053	Brasil		2020	2020-03	blood	clinical	Green turtle	Daphne Wrobel Goldberg		137	4101274	15	225	KL3	OCL7	si	blaOXA-23	r3-T14,r3-T16,r3-T3,rP-T1	
GCA_030550885.1	ensamblado_publico	PRJNA938102	SAMN33425353	Brasil	Rio de Janeiro	2022	2022	blood	clinical	Homo sapiens	So Francisco na Providncia de Deus Hospital		127	3962839	2	-	KL7	OCL1	si	blaOXA-23	ninguno	
GCA_030550895.1	ensamblado_publico	PRJNA938102	SAMN33425354	Brasil	Rio de Janeiro	2022	2022	urine	clinical	Homo sapiens	So Francisco na Providncia de Deus Hospital		119	3886170	2	-	KL56	OCL1	si	blaOXA-23	r3-T1	
GCA_030550955.1	ensamblado_publico	PRJNA938102	SAMN33425351	Brasil	Rio de Janeiro	2022	2022	tracheal secretion	clinical	Homo sapiens	So Francisco na Providncia de Deus Hospital		148	4066079	2	-	KL9	OCL1	si	blaOXA-23	r3-T1,r3-T15,rP-T1	
GCA_030550965.1	ensamblado_publico	PRJNA938102	SAMN33425350	Brasil	Rio de Janeiro	2022	2022	tracheal secretion	clinical	Homo sapiens	So Francisco na Providncia de Deus Hospital		200	3992183	2	-	KL56	OCL1	si	blaOXA-23	r3-T1,r3-T3	
GCA_030550975.1	ensamblado_publico	PRJNA938102	SAMN33425348	Brasil	Rio de Janeiro	2022	2022	blood	clinical	Homo sapiens	So Francisco na Providncia de Deus Hospital		127	3985112	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,r3-T15	
GCA_030551015.1	ensamblado_publico	PRJNA938102	SAMN33425349	Brasil	Rio de Janeiro	2022	2022	tracheal secretion	clinical	Homo sapiens	So Francisco na Providncia de Deus Hospital		140	3961484	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,r3-T15	
GCA_030551035.1	ensamblado_publico	PRJNA938102	SAMN33425345	Brasil	Rio de Janeiro	2022	2022	blood	clinical	Homo sapiens	So Francisco na Providncia de Deus Hospital		129	3925748	2	-	KL9	OCL1	si	blaOXA-23	r3-T1,r3-T15	
GCA_030551055.1	ensamblado_publico	PRJNA938102	SAMN33425346	Brasil	Rio de Janeiro	2022	2022	tracheal secretion	clinical	Homo sapiens	So Francisco na Providncia de Deus Hospital		128	3994474	2	-	KL56	OCL1	si	blaOXA-23	r3-T1,r3-T3	
GCA_030551065.1	ensamblado_publico	PRJNA938102	SAMN33425347	Brasil	Rio de Janeiro	2022	2022	tracheal secretion	clinical	Homo sapiens	So Francisco na Providncia de Deus Hospital		187	4047495	-	-	KL9	OCL1	si	blaOXA-23	r3-T1,r3-T15,r3-T3	
GCA_030551075.1	ensamblado_publico	PRJNA938102	SAMN33425352	Brasil	Rio de Janeiro	2022	2022		clinical	Homo sapiens	So Francisco na Providncia de Deus Hospital		137	3964183	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_030551115.1	ensamblado_publico	PRJNA938102	SAMN33425342	Brasil	Rio de Janeiro	2022	2022	tracheal secretion	clinical	Homo sapiens	So Francisco na Providncia de Deus Hospital		124	3877962	2	-	KL56	OCL1	si	blaOXA-23	r3-T1	
GCA_030551135.1	ensamblado_publico	PRJNA938102	SAMN33425344	Brasil	Rio de Janeiro	2022	2022	tracheal secretion	clinical	Homo sapiens	So Francisco na Providncia de Deus Hospital		106	3957220	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_030551145.1	ensamblado_publico	PRJNA938102	SAMN33425339	Brasil	Rio de Janeiro	2022	2022	tracheal secretion	clinical	Homo sapiens	So Francisco na Providncia de Deus Hospital		144	3998131	2	-	KL56	OCL1	si	blaOXA-23	r3-T1,r3-T3	
GCA_030551165.1	ensamblado_publico	PRJNA938102	SAMN33425341	Brasil	Rio de Janeiro	2022	2022	tracheal secretion	clinical	Homo sapiens	So Francisco na Providncia de Deus Hospital		112	3879997	2	-	KL56	OCL1	si	blaOXA-23	r3-T1	
GCA_030551215.1	ensamblado_publico	PRJNA938102	SAMN33425338	Brasil	Rio de Janeiro	2022	2022	tracheal secretion	clinical	Homo sapiens	So Francisco na Providncia de Deus Hospital		120	3995481	2	-	KL56	OCL1	si	blaOXA-23	r3-T1,r3-T3	
GCA_030551235.1	ensamblado_publico	PRJNA938102	SAMN33425337	Brasil	Rio de Janeiro	2022	2022	tracheal secretion	clinical	Homo sapiens	So Francisco na Providncia de Deus Hospital		146	4007052	2	-	KL56	OCL1	si	blaOXA-23	r3-T1,r3-T3	
GCA_030755485.1	ensamblado_publico	PRJNA988092	SAMN35999070	Argentina		2020	2020		clinical	Homo sapiens	IHMA		136	3902105	2	-	KL2	OCL5	si	blaOXA-23	ninguno	
GCA_030755775.1	ensamblado_publico	PRJNA988092	SAMN35999055	Brasil		2019	2019		clinical	Homo sapiens	IHMA		156	3806957	15	236	KL81	OCL7	si	blaNDM,blaOXA-23	r3-T14	
GCA_030755855.1	ensamblado_publico	PRJNA988092	SAMN35999052	Argentina		2019	2019		clinical	Homo sapiens	IHMA		195	4192713	25	229	KL14	OCL6	si	blaNDM-1,blaOXA-23	r1-T2	
GCA_030756075.1	ensamblado_publico	PRJNA988092	SAMN35999040	Argentina		2017	2017		clinical	Homo sapiens	IHMA		187	3806442	2	-	KL2	OCL5	si	blaOXA-23	ninguno	
GCA_030756135.1	ensamblado_publico	PRJNA988092	SAMN35999037	Argentina		2017	2017		clinical	Homo sapiens	IHMA		214	3818247	2	-	KL2	OCL5	si	blaOXA-23	ninguno	
GCA_030756395.1	ensamblado_publico	PRJNA988092	SAMN35999024	Argentina		2016	2016		clinical	Homo sapiens	IHMA		215	3790194	2	-	KL2	OCL5	si	blaOXA-23	ninguno	
GCA_030756425.1	ensamblado_publico	PRJNA988092	SAMN35999022	Argentina		2016	2016		clinical	Homo sapiens	IHMA		184	4167310	25	229	KL14	OCL6	si	blaNDM-1	r1-T2	
GCA_031100955.1	ensamblado_publico	PRJNA1003529	SAMN36892637	Brasil		2020	2020-08-16	tracheal aspirate	clinical	Homo sapiens	Caroline Rodrigues	ILLUMINA	76	3958941	15	236	KL81	OCL7	si	blaOXA-23	r3-T14	
GCA_031100975.1	ensamblado_publico	PRJNA1003529	SAMN36892639	Brasil		2020	2020-10-09	tracheal aspirate	clinical	Homo sapiens	Caroline Rodrigues	ILLUMINA	60	3938655	1	-	KL17	OCL1	si	blaOXA-23	r3-T1	
GCA_034296425.1	ensamblado_publico	PRJNA1012735	SAMN37443274	Paraguay	Asuncion	2021	2021-04-07	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		147	4022982	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_034296455.1	ensamblado_publico	PRJNA1012735	SAMN37443307	Paraguay	Asuncion	2022	2022-01-26	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		108	3965741	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_034296475.1	ensamblado_publico	PRJNA1012735	SAMN37443311	Paraguay	Asuncion	2021	2021-08-26	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		41	3932066	2	-	KL2	OCL5	si	blaOXA-23	ninguno	
GCA_034296495.1	ensamblado_publico	PRJNA1012735	SAMN37443309	Paraguay	Asuncion	2022	2022-02-11	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		95	4241369	25	3276	KL149	OCL5	si	blaOXA-23	r3-T3	
GCA_034296515.1	ensamblado_publico	PRJNA1012735	SAMN37443305	Paraguay	Asuncion	2022	2022-01-02	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		104	3880388	2	-	KL3	OCL1	si	blaOXA-23	ninguno	
GCA_034296535.1	ensamblado_publico	PRJNA1012735	SAMN37443303	Paraguay	Asuncion	2021	2021-09-10	blood culture	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		107	3955052	2526	3275	KL22	OCL7	si	blaOXA-23	r3-T14	
GCA_034296555.1	ensamblado_publico	PRJNA1012735	SAMN37443306	Paraguay	Asuncion	2022	2022-01-12	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		98	3965630	2	-	KL3	OCL1	si	blaOXA-23	ninguno	
GCA_034296575.1	ensamblado_publico	PRJNA1012735	SAMN37443301	Paraguay	Asuncion	2021	2021-08-20	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		172	4067308	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_034296595.1	ensamblado_publico	PRJNA1012735	SAMN37443276	Paraguay	Asuncion	2021	2021-05-12	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		4	3679038	2266	3274	KL223	OCL21	no	ninguna	r3-T31,r3-T5	
GCA_034296605.1	ensamblado_publico	PRJNA1012735	SAMN37443275	Paraguay	Asuncion	2021	2021-04-08	blood culture	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		100	4042264	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_034296615.1	ensamblado_publico	PRJNA1012735	SAMN37443278	Paraguay	Asuncion	2021	2021-06-04	urine	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		85	4065401	25	1489	KL77	OCL5	si	blaOXA-23	r3-T3,r3-T6	
GCA_034296625.1	ensamblado_publico	PRJNA1012735	SAMN37443277	Paraguay	Asuncion	2021	2021-05-26	purulent discharge	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		100	3985620	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_034296675.1	ensamblado_publico	PRJNA1012735	SAMN37443315	Paraguay	Asuncion	2021	2021-07-15	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		123	3998657	25	691	KL65	OCL10	si	blaOXA-23	r3-T14	
GCA_034296695.1	ensamblado_publico	PRJNA1012735	SAMN37443292	Paraguay	Asuncion	2022	2022-01-19	catheter tip	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		60	3893312	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_034296705.1	ensamblado_publico	PRJNA1012735	SAMN37443313	Paraguay	Asuncion	2021	2021-08-04	purulent discharge	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		82	3981751	25	1489	KL22	OCL10	si	blaOXA-23	r3-T14	
GCA_034296735.1	ensamblado_publico	PRJNA1012735	SAMN37443312	Paraguay	Asuncion	2021	2021-09-24	purulent discharge	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		104	3931577	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_034296755.1	ensamblado_publico	PRJNA1012735	SAMN37443289	Paraguay	Asuncion	2022	2022-02-14	urine	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		79	4186480	25	3276	KL149	OCL5	si	blaOXA-23	r3-T3	
GCA_034296765.1	ensamblado_publico	PRJNA1012735	SAMN37443314	Paraguay	Asuncion	2021	2021-07-13	blood culture	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		77	4026597	25	490	KL9	OCL5	si	blaOXA-23	r1-T22,r3-T14	
GCA_034296795.1	ensamblado_publico	PRJNA1012735	SAMN37443293	Paraguay	Asuncion	2021	2021-04-05	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		166	4069283	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_034296805.1	ensamblado_publico	PRJNA1012735	SAMN37443284	Paraguay	Asuncion	2021	2021-08-26	purulent discharge	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		11	4056530	2526	3275	KL22	OCL7	si	blaOXA-23	r3-T14	
GCA_034296825.1	ensamblado_publico	PRJNA1012735	SAMN37443287	Paraguay	Asuncion	2022	2022-02-09	blood culture	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		76	4140047	25	3276	KL149	OCL5	si	blaOXA-23	r3-T3	
GCA_034296835.1	ensamblado_publico	PRJNA1012735	SAMN37443290	Paraguay	Asuncion	2022	2022-01-16	purulent discharge	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		73	3867292	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_034296875.1	ensamblado_publico	PRJNA1012735	SAMN37443288	Paraguay	Asuncion	2022	2022-01-19	urine	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		67	3951343	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_034296895.1	ensamblado_publico	PRJNA1012735	SAMN37443282	Paraguay	Asuncion	2021	2021-08-18	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		86	3850642	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_034296915.1	ensamblado_publico	PRJNA1012735	SAMN37443285	Paraguay	Asuncion	2021	2021-08-27	urine	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		76	3953455	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_034296925.1	ensamblado_publico	PRJNA1012735	SAMN37443286	Paraguay	Asuncion	2021	2021-08-27	bronchoalveolar lavage	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		46	3928303	2	-	KL2	OCL5	si	blaOXA-23	ninguno	
GCA_034296945.1	ensamblado_publico	PRJNA1012735	SAMN37443281	Paraguay	Asuncion	2021	2021-07-27	blood culture	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		98	4028435	79	-	KL9	OCL10	si	blaOXA-23	r3-T26,r3-T3	
GCA_034296955.1	ensamblado_publico	PRJNA1012735	SAMN37443283	Paraguay	Asuncion	2021	2021-08-18	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		57	3949272	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_034296995.1	ensamblado_publico	PRJNA1012735	SAMN37443280	Paraguay	Asuncion	2021	2021-07-13	purulent discharge	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		70	3976467	25	691	KL23	OCL5	si	blaOXA-23	r3-T14	
GCA_034297015.1	ensamblado_publico	PRJNA1012735	SAMN37443310	Paraguay	Asuncion	2022	2022-02-13	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		95	3964117	2	-	KL3	OCL1	si	blaOXA-23	ninguno	
GCA_034297035.1	ensamblado_publico	PRJNA1012735	SAMN37443273	Paraguay	Asuncion	2021	2021-03-17	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		106	4041295	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
