genoma	tipo_rep	contig	rep_ini	rep_fin	contig_len	pident	cov
GCA_053320255.1	r3-T15	JBROGG010000045.1	519	1451	2276	100.0	100.0
GCA_053320255.1	r3-T18	JBROGG010000033.1	428	1378	8786	100.0	100.0
GCA_053320275.1	r3-T3	JBROGH010000013.1	34412	35533	110967	100.0	100.0
GCA_053320295.1	r3-T18	JBROGI010000056.1	151	1101	7850	100.0	100.0
GCA_053320295.1	r3-T28	JBROGI010000069.1	154	1092	2426	100.0	100.0
GCA_053320295.1	r3-T3	JBROGI010000017.1	2855	3976	86487	100.0	100.0
GCA_053320315.1	r3-T18	JBROGJ010000074.1	133	1083	7851	100.0	100.0
GCA_053320335.1	r3-T18	JBROGK010000049.1	4230	5180	7851	100.0	100.0
GCA_053320335.1	r3-T28	JBROGK010000059.1	2779	3717	3870	100.0	100.0
GCA_053320335.1	r3-T3	JBROGK010000014.1	83132	84253	110967	100.0	100.0
GCA_053320355.1	r3-T18	JBROGL010000053.1	2662	3612	7851	100.0	100.0
GCA_053320355.1	r3-T28	JBROGL010000060.1	154	1092	3870	100.0	100.0
GCA_053320355.1	r3-T3	JBROGL010000014.1	57518	58639	110967	100.0	100.0
GCA_053320375.1	r3-T18	JBROGM010000061.1	3827	4777	7851	100.0	100.0
GCA_053320375.1	r3-T28	JBROGM010000068.1	2779	3717	3890	100.0	100.0
GCA_053320375.1	r3-T3	JBROGM010000011.1	47143	48264	110891	100.0	100.0
GCA_053320395.1	r3-T18	JBROGN010000054.1	797	1747	7851	100.0	100.0
GCA_053320395.1	r3-T28	JBROGN010000063.1	2779	3717	3870	100.0	100.0
GCA_053320395.1	r3-T3	JBROGN010000013.1	35885	37006	110967	100.0	100.0
GCA_053320415.1	r3-T18	JBROGO010000059.1	1771	2721	7851	100.0	100.0
GCA_053320415.1	r3-T3	JBROGO010000011.1	29665	30786	110967	100.0	100.0
GCA_053320435.1	r3-T14	JBROGP010000044.1	1604	2527	9999	100.0	100.0
GCA_053320455.1	r3-T28	JBROGQ010000072.1	272	1210	4540	100.0	100.0
GCA_053320455.1	r3-T3	JBROGQ010000010.1	108142	109263	111044	100.0	100.0
GCA_053373735.1	r3-T18	JBRZLA010000060.1	5820	6770	7928	100.0	100.0
GCA_053373735.1	r3-T3	JBRZLA010000011.1	68036	69157	111044	100.0	100.0
GCA_053373755.1	r3-T18	JBRZLB010000057.1	6404	7354	7928	100.0	100.0
GCA_053373755.1	r3-T3	JBRZLB010000012.1	53642	54763	111044	100.0	100.0
GCA_053373775.1	r3-T18	JBRZLC010000067.1	6368	7318	7928	100.0	100.0
GCA_053373775.1	r3-T28	JBRZLC010000047.1	24650	25588	25918	100.0	100.0
GCA_053373775.1	r3-T3	JBRZLC010000010.1	109036	110157	111044	100.0	100.0
GCA_053373795.1	r3-T1	JBRZLD010000045.1	6161	7111	8060	100.0	100.0
GCA_053373795.1	r3-T15	JBRZLD010000058.1	568	1500	2353	100.0	100.0
GCA_053373795.1	r3-T18	JBRZLD010000044.1	7486	8436	9655	100.0	100.0
GCA_053373815.1	r3-T14	JBRZLE010000044.1	7471	8394	9997	100.0	100.0
GCA_053373835.1	r3-T14	JBRZLF010000043.1	1604	2527	9999	100.0	100.0
GCA_053819345.1	rP-T1	JBSOQW010000001.1	33045	34220	72204	100.0	100.0
GCA_054458955.1	r3-T14	JBTLKC010000050.1	3676	4599	10848	100.0	100.0
GCA_054458975.1	r3-T14	JBTLKD010000047.1	3676	4599	10848	100.0	100.0
GCA_054458995.1	r3-T14	JBTLKB010000047.1	3676	4599	10848	100.0	100.0
GCA_055403185.1	r3-T14	JBUZER010000018.1	1492	2415	10848	100.0	100.0
GCA_055403225.1	r3-T14	JBUZEQ010000030.1	6916	7839	10848	100.0	100.0
GCA_055403245.1	r3-T1	JBUZEO010000018.1	7660	8610	8727	100.0	100.0
GCA_055403305.1	r3-T1	JBUZEN010000023.1	5278	6228	8715	100.0	100.0
GCA_055403365.1	r3-T67	JBUZEM010000011.1	2467	3375	9767	100.0	100.0
GCA_055403405.1	r3-T1	JBUZEL010000014.1	4683	5633	8836	100.0	100.0
GCA_055403465.1	r3-T14	JBUZEK010000040.1	7511	8434	10848	100.0	100.0
GCA_055403485.1	r3-T14	JBUZEJ010000047.1	7650	8573	10848	100.0	100.0
GCA_055403505.1	r3-T14	JBUZEH010000029.1	455	1378	10848	100.0	100.0
GCA_055403515.1	r3-T14	JBUZEI010000057.1	4241	5164	10848	100.0	100.0
GCA_055403605.1	r1-T24	JBUZEE010000039.1	25	1035	2315	98.61	98.8
GCA_055403605.1	r3-T1	JBUZEE010000024.1	1171	2121	8731	100.0	100.0
GCA_055403605.1	rP-T1	JBUZEE010000062.1	23058	24233	53846	100.0	100.0
GCA_055403625.1	r3-T14	JBUZED010000032.1	9749	10672	10795	100.0	100.0
GCA_055403665.1	r3-T14	JBUZEC010000047.1	6453	7376	10847	100.0	100.0
GCA_055403715.1	r3-T14	JBUZDZ010000038.1	7416	8339	9884	100.0	100.0
GCA_055404845.1	r3-T1	JBUZBU010000061.1	5277	6227	8706	100.0	100.0
GCA_055404845.1	rP-T1	JBUZBU010000077.1	1715	2890	17426	100.0	100.0
GCA_055405025.1	r1-T1	JBUZBL010000049.1	1298	2548	2726	100.0	100.0
GCA_055405025.1	r1-T2	JBUZBL010000034.1	358	1542	2359	100.0	100.0
GCA_055405025.1	r3-T27	JBUZBL010000042.1	5651	6589	14917	100.0	100.0
GCA_055405025.1	r3-T62	JBUZBL010000135.1	5034	5957	7469	100.0	100.0
GCA_055405425.1	r3-T1	JBUZAR010000033.1	3996	4946	8731	100.0	100.0
GCA_055405505.1	r3-T1	JBUZAN010000039.1	41	991	8731	100.0	100.0
GCA_055405585.1	r3-T14	JBUZAK010000041.1	6453	7376	14762	100.0	100.0
GCA_055405785.1	r3-T1	JBUYZZ010000037.1	7682	8632	12820	100.0	100.0
GCA_055405785.1	r3-T67	JBUYZZ010000028.1	2215	3123	8769	100.0	100.0
GCA_055405925.1	r3-T14	JBUYZS010000051.1	11783	12706	14771	100.0	100.0
GCA_055521135.1	r3-T13	CM145416.1	1609	2538	3281	100.0	100.0
GCA_055521135.1	r3-T15	CM145412.1	454	1386	2278	100.0	100.0
GCA_055521135.1	r3-T3	CM145466.1	43070	44191	107916	100.0	100.0
GCA_055521155.1	r3-T13	JBUCUQ010000090.1	1622	2551	3307	100.0	100.0
GCA_055521155.1	r3-T14	JBUCUQ010000075.1	7631	8554	10028	100.0	100.0
GCA_055521155.1	r3-T3	JBUCUQ010000019.1	32908	34029	62295	100.0	100.0
GCA_055521185.1	r3-T1	JBUCUS010000049.1	1	951	8731	100.0	100.0
GCA_055521205.1	r3-T1	JBUCUR010000065.1	7668	8618	8687	100.0	100.0
GCA_055521235.1	r3-T13	JBUCUT010000072.1	1609	2538	3281	100.0	100.0
GCA_055521235.1	r3-T15	JBUCUT010000076.1	1124	2056	2278	100.0	100.0
GCA_055521235.1	r3-T3	JBUCUT010000015.1	43070	44191	107916	100.0	100.0
GCA_055521255.1	rP-T1	JBUCUU010000080.1	5749	6924	8622	100.0	100.0
GCA_055521295.1	r3-T15	JBUCUV010000115.1	273	1205	2278	100.0	100.0
GCA_055521295.1	r3-T43	JBUCUV010000082.1	6048	6977	7205	99.57	100.0
GCA_055521295.1	r3-T7	JBUCUV010000078.1	6696	7868	8029	100.0	100.0
GCA_055521295.1	r3-T76	JBUCUV010000087.1	219	1112	6020	99.89	100.0
GCA_055521295.1	rP-T1	JBUCUV010000027.1	39228	40403	46153	100.0	100.0
GCA_055521315.1	r3-T1	JBUCUX010000061.1	1	951	8731	100.0	100.0
GCA_055521335.1	r3-T1	JBUCUY010000075.1	5560	6510	7383	100.0	100.0
GCA_055521335.1	r3-T15	JBUCUY010000094.1	106	1038	2278	100.0	100.0
GCA_055521335.1	rP-T1	JBUCUY010000071.1	5933	7108	8805	100.0	100.0
GCA_055521355.1	r3-T1	JBUCUZ010000060.1	1	951	8731	100.0	100.0
GCA_055521355.1	rP-T1	JBUCUZ010000052.1	7700	8875	10572	100.0	100.0
GCA_055521375.1	r3-T1	JBUCVA010000051.1	1	951	8731	100.0	100.0
GCA_055521395.1	rP-T1	JBUCVB010000080.1	5933	7108	8805	100.0	100.0
GCA_055521415.1	r3-T14	JBUCVC010000104.1	1475	2398	10028	100.0	100.0
GCA_055521435.1	r3-T1	JBUCVD010000062.1	1	951	8731	100.0	100.0
GCA_056175005.1	r3-T13	JBWBZO010000076.1	2309	3238	9347	100.0	100.0
GCA_056175005.1	r3-T3	JBWBZO010000075.1	47577	48698	114990	100.0	100.0
GCA_056490765.1	r3-T3	JBWJHG010000041.1	2497	3618	24922	100.0	100.0
GCA_056490765.1	r3-T31	JBWJHG010000057.1	174	1106	10902	99.14	100.0
GCA_056638615.1	r3-T13	JBWVLR010000055.1	158	1087	9305	100.0	100.0
GCA_056638615.1	r3-T3	JBWVLR010000014.1	44803	45924	114904	100.0	100.0
GCA_056712505.1	r3-T10	JBWYHL010000003.1	1	894	16131	99.66	100.0
GCA_056712505.1	r3-T13	JBWYHL010000001.1	1	930	10369	100.0	100.0
GCA_057186615.1	r3-T14	DBNLSN010000047.1	6707	7630	16254	100.0	100.0
GCA_057186835.1	r3-T14	DBNLSW010000048.1	6707	7630	15347	100.0	100.0
GCA_057186955.1	r3-T13	DBNLTB010000058.1	1608	2537	8081	100.0	100.0
GCA_057186955.1	r3-T14	DBNLTB010000056.1	7368	8291	9129	100.0	100.0
GCA_057205515.1	r3-T14	DBNLZD010000047.1	6707	7630	16254	100.0	100.0
GCA_057208705.1	r3-T14	DBNMAG010000049.1	6707	7630	15347	100.0	100.0
GCA_057208725.1	r3-T14	DBNMAH010000046.1	9022	9945	15241	100.0	100.0
GCA_057211905.1	r3-T13	DBNMBP010000056.1	1608	2537	8081	100.0	100.0
GCA_057211905.1	r3-T14	DBNMBP010000055.1	7368	8291	9129	100.0	100.0
GCA_058313035.1	r3-T14	JBZEMM010000060.1	1	924	14782	100.0	100.0
GCA_058640965.1	r3-T14	DBOQGN010000050.1	6707	7630	12926	100.0	100.0
GCA_058641955.1	r3-T14	DBOQHR010000046.1	6707	7630	15231	100.0	100.0
GCA_058666895.1	r3-T43	JBZWER010000053.1	2212	3141	10810	100.0	100.0
GCA_058666895.1	rP-T1	JBZWER010000054.1	7935	9110	10807	100.0	100.0
GCA_058666915.1	r3-T14	JBZWEQ010000058.1	1	924	14782	100.0	100.0
GCA_058666955.1	r3-T1	JBZWES010000092.1	7666	8616	8687	100.0	100.0
GCA_058666955.1	r3-T3	JBZWES010000010.1	63711	64832	91697	100.0	100.0
GCA_058666975.1	r3-T1	JBZWET010000059.1	1	951	8731	100.0	100.0
GCA_058666975.1	r3-T3	JBZWET010000013.1	26866	27987	91697	100.0	100.0
GCA_058667035.1	r3-T1	JBZWEU010000046.1	1	951	8731	100.0	100.0
GCA_058667075.1	r3-T1	JBZWEW010000077.1	1	951	8731	100.0	100.0
GCA_058667075.1	rP-T1	JBZWEW010000069.1	7700	8875	10572	100.0	100.0
GCA_058667095.1	r3-T13	JBZWEV010000092.1	2242	3171	3927	100.0	100.0
GCA_058667095.1	r3-T14	JBZWEV010000091.1	2414	3337	4189	100.0	100.0
GCA_058667095.1	r3-T3	JBZWEV010000023.1	32908	34029	62295	100.0	100.0
GCA_058667155.1	r3-T43	JBZWEX010000058.1	7670	8599	10810	100.0	100.0
GCA_058667155.1	rP-T1	JBZWEX010000059.1	7935	9110	10807	100.0	100.0
GCA_058667175.1	r3-T1	JBZWEY010000050.1	1	951	8731	100.0	100.0
GCA_058667175.1	r3-T15	JBZWEY010000073.1	671	1603	2278	100.0	100.0
GCA_058667195.1	r3-T14	JBZWEZ010000058.1	1	924	14782	100.0	100.0
GCA_058667195.1	r3-T3	JBZWEZ010000031.1	39364	40485	46300	100.0	100.0
GCA_058672075.1	r3-T14	JBZWFA010000101.1	2414	3337	5452	100.0	100.0
GCA_058672075.1	r3-T3	JBZWFA010000033.1	5816	6937	46300	100.0	100.0
GCA_058672075.1	rP-T1	JBZWFA010000071.1	10767	11942	13639	100.0	100.0
GCA_058672095.1	r3-T1	JBZWFB010000086.1	1	951	8473	100.0	100.0
GCA_058672095.1	rP-T1	JBZWFB010000079.1	1698	2873	10572	100.0	100.0
GCA_058672115.1	r3-T1	JBZWFC010000085.1	3550	4500	8878	100.0	100.0
GCA_058672115.1	rP-T1	JBZWFC010000065.1	1761	2936	17279	100.0	100.0
GCA_058672145.1	r3-T14	JBZWFD010000128.1	2116	3039	5452	100.0	100.0
GCA_058672145.1	r3-T3	JBZWFD010000027.1	39364	40485	46300	100.0	100.0
GCA_058672145.1	rP-T1	JBZWFD010000089.1	10767	11942	13639	100.0	100.0
GCA_058672235.1	r3-T14	JBZWFE010000072.1	1	924	14782	100.0	100.0
GCA_058672295.1	r3-T1	JBZWFG010000159.1	72	1022	1173	100.0	100.0
GCA_058672335.1	rP-T1	JBZWFH010000080.1	5749	6924	8622	100.0	100.0
GCA_058672355.1	r3-T3	JBZWFI010000003.1	41711	42832	106405	100.0	100.0
GCA_058672355.1	r3-T43	JBZWFI010000098.1	4021	4950	7161	100.0	100.0
GCA_058672355.1	rP-T1	JBZWFI010000079.1	7935	9110	10807	100.0	100.0
GCA_058672415.1	r3-T1	JBZWFK010000071.1	1	951	8731	100.0	100.0
GCA_058672415.1	r3-T15	JBZWFK010000097.1	413	1345	2278	100.0	100.0
GCA_058672415.1	r3-T3	JBZWFK010000010.1	66277	67398	106760	100.0	100.0
GCA_058672435.1	r3-T1	JBZWFL010000068.1	1	951	8731	100.0	100.0
GCA_058672455.1	r3-T1	JBZWFJ010000061.1	1	951	8722	100.0	100.0
GCA_058672455.1	rP-T1	JBZWFJ010000060.1	5984	7159	8854	100.0	100.0
GCA_058672535.1	r3-T1	JBZWFM010000093.1	1	951	8731	100.0	100.0
GCA_058672535.1	r3-T15	JBZWFM010000143.1	14	946	2278	100.0	100.0
GCA_058672535.1	r3-T3	JBZWFM010000016.1	39412	40533	75582	99.91	100.0
GCA_058672555.1	r3-T1	JBZWFO010000090.1	876	1826	7262	100.0	100.0
GCA_058672555.1	rP-T1	JBZWFO010000077.1	8774	9949	11646	100.0	100.0
GCA_058672575.1	r3-T1	JBZWFN010000136.1	80	1030	1181	100.0	100.0
GCA_058672575.1	rP-T1	JBZWFN010000088.1	1698	2873	8805	100.0	100.0
GCA_058672635.1	r3-T1	JBZWFQ010000067.1	1	951	8731	100.0	100.0
GCA_058672675.1	r3-T14	JBZWFR010000049.1	1	924	14782	100.0	100.0
GCA_058672675.1	rP-T1	JBZWFR010000042.1	1698	2873	18819	100.0	100.0
GCA_058672695.1	r3-T1	JBZWFP010000050.1	1	951	8731	100.0	100.0
GCA_058672735.1	r3-T14	JBZWFS010000064.1	1	924	14782	100.0	100.0
GCA_058672735.1	rP-T1	JBZWFS010000069.1	1794	2969	10668	100.0	100.0
GCA_058672755.1	r3-T1	JBZWFU010000053.1	1	951	8731	100.0	100.0
GCA_058672775.1	r3-T1	JBZWFT010000079.1	80	1030	8687	100.0	100.0
GCA_058672875.1	r3-T14	JBZWFV010000049.1	1	924	14782	100.0	100.0
GCA_058672875.1	rP-T1	JBZWFV010000043.1	15947	17122	18819	100.0	100.0
GCA_058672895.1	r3-T14	JBZWFW010000062.1	1	924	14782	100.0	100.0
GCA_058672895.1	rP-T1	JBZWFW010000054.1	1698	2873	18819	100.0	100.0
GCA_058672975.1	r3-T1	JBZWFX010000050.1	1	951	8731	100.0	100.0
GCA_058673035.1	rP-T1	JBZWFY010000059.1	5986	7161	8857	100.0	100.0
GCA_058673075.1	r3-T13	JBZWFZ010000136.1	110	1039	1782	100.0	100.0
GCA_058673075.1	r3-T21	JBZWFZ010000055.1	4346	5518	23534	100.0	100.0
GCA_058673135.1	r1-T1	JBZWGA010000030.1	822	2072	2735	100.0	100.0
GCA_058673135.1	r3-T3	JBZWGA010000012.1	62740	63861	106468	99.2	100.0
GCA_058673135.1	r3-T43	JBZWGA010000027.1	4827	5756	8217	96.77	100.0
GCA_058673155.1	r3-T1	JBZWGC010000060.1	1	951	8731	100.0	100.0
GCA_058673155.1	r3-T3	JBZWGC010000015.1	38394	39515	103226	100.0	100.0
GCA_058673175.1	r3-T5	JBZWGB010000030.1	1	924	8770	100.0	100.0
GCA_058673175.1	r3-T8	JBZWGB010000028.1	1	888	11636	98.65	100.0
GCA_058673275.1	r3-T14	JBZWGE010000045.1	1	924	14782	100.0	100.0
GCA_058673275.1	r3-T15	JBZWGE010000063.1	929	1861	2278	100.0	100.0
GCA_058673275.1	rP-T1	JBZWGE010000042.1	1698	2873	18819	100.0	100.0
GCA_058673285.1	r3-T14	JBZWGF010000049.1	1	924	14782	100.0	100.0
GCA_058673285.1	r3-T15	JBZWGF010000069.1	474	1406	2278	100.0	100.0
GCA_058673285.1	rP-T1	JBZWGF010000045.1	1698	2873	18819	100.0	100.0
GCA_058673315.1	r3-T14	JBZWGD010000061.1	2944	3867	6013	100.0	100.0
GCA_058673385.1	r3-T14	JBZWGG010000054.1	1	924	14782	100.0	100.0
GCA_058673385.1	rP-T1	JBZWGG010000049.1	15947	17122	18819	100.0	100.0
GCA_900519195.1	r3-T1	ULHD01000070.1	153	1103	8731	100.0	100.0
GCA_900519195.1	rP-T1	ULHD01000063.1	8232	9407	49891	100.0	100.0
SRR35795686	r3-T22	contig00058	238	1152	15578	100.0	100.0
SRR35795686	r3-T5	contig00109	831	1754	3397	99.89	100.0
SRR35795686	r3-T6	contig00079	4917	5846	8736	100.0	100.0
SRR35795686	r3-T67	contig00065	6177	7085	11822	100.0	100.0
SRR37377127	r3-T3	contig00010	43413	44534	105961	100.0	100.0
SRR37377138	r3-T13	contig00036	2069	2998	9020	100.0	100.0
SRR37377138	r3-T3	contig00018	97958	99079	112122	99.64	100.0
SRR37377149	r3-T3	contig00012	70025	71146	113360	99.64	100.0
SRR37377150	r3-T3	contig00009	55025	56146	113360	99.64	100.0
