genoma	gen	gen_contig	gen_ini	gen_fin	contig_len	estado	reps_mismo_contig	dist_min_pb	reps_otros_contigs
GCA_058672555.1	blaOXA-23	JBZWFO010000124.1	27	845	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_058672575.1	blaOXA-23	JBZWFN010000130.1	768	1586	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_058672635.1	blaOXA-23	JBZWFQ010000093.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_058672675.1	blaOXA-407	JBZWFR010000004.1	163112	163933	NA	NO_EVALUABLE	-	NA	r3-T14,rP-T1
GCA_058672675.1	blaOXA-23	JBZWFR010000061.1	6681	7499	NA	NO_EVALUABLE	-	NA	r3-T14,rP-T1
GCA_058672695.1	blaOXA-23	JBZWFP010000069.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_058672735.1	blaOXA-23	JBZWFS010000012.1	102568	103386	NA	NO_EVALUABLE	-	NA	r3-T14,rP-T1
GCA_058672755.1	blaOXA-23	JBZWFU010000075.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_058672775.1	blaOXA-23	JBZWFT010000106.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_058672875.1	blaOXA-407	JBZWFV010000004.1	188924	189745	NA	NO_EVALUABLE	-	NA	r3-T14,rP-T1
GCA_058672875.1	blaOXA-23	JBZWFV010000035.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T14,rP-T1
GCA_058672895.1	blaOXA-407	JBZWFW010000001.1	66973	67794	NA	NO_EVALUABLE	-	NA	r3-T14,rP-T1
GCA_058672895.1	blaOXA-23	JBZWFW010000050.1	21646	22464	NA	NO_EVALUABLE	-	NA	r3-T14,rP-T1
GCA_058672975.1	blaOXA-23	JBZWFX010000063.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_058673035.1	blaOXA-23	JBZWFY010000082.1	768	1586	NA	NO_EVALUABLE	-	NA	rP-T1
GCA_058673155.1	blaOXA-23	JBZWGC010000077.1	1637	2455	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T3
GCA_058673275.1	blaOXA-407	JBZWGE010000007.1	95118	95939	NA	NO_EVALUABLE	-	NA	r3-T14,r3-T15,rP-T1
GCA_058673275.1	blaOXA-23	JBZWGE010000023.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T14,r3-T15,rP-T1
GCA_058673285.1	blaOXA-407	JBZWGF010000007.1	95118	95939	NA	NO_EVALUABLE	-	NA	r3-T14,r3-T15,rP-T1
GCA_058673285.1	blaOXA-23	JBZWGF010000038.1	27320	28138	NA	NO_EVALUABLE	-	NA	r3-T14,r3-T15,rP-T1
GCA_058673315.1	blaOXA-23	JBZWGD010000075.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_058673385.1	blaOXA-407	JBZWGG010000007.1	66973	67794	NA	NO_EVALUABLE	-	NA	r3-T14,rP-T1
GCA_058673385.1	blaOXA-23	JBZWGG010000045.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T14,rP-T1
GCA_900519195.1	blaNDM-1	ULHD01000063.1	39428	40237	49891	COLOCALIZADO	rP-T1	30021	r3-T1,rP-T1
GCA_900519195.1	blaOXA-23	ULHD01000079.1	1592	2410	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
